,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
2630,,NYPD,New York City Police Department,4019910078,QUEENS,,,,CORONA,2020-03-22T20:07:14.000,04 QUEENS,Blocked Driveway,2020-03-22T17:35:20.000,104 STREET,108 STREET,No Access,,,104-23 48 AVENUE,11368,104 STREET,108 STREET,48 AVENUE,40.74520377249032,"{'type': 'Point', 'coordinates': [-73.85876928464565, 40.74520377249032]}",,,,Street/Sidewalk,,-73.85876928464565,MOBILE,QUEENS,Unspecified,2020-03-23T00:07:18.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,48 AVENUE,,,45878279,,1023384,210806
2631,,NYPD,New York City Police Department,2032980016,BRONX,,,,BRONX,2020-03-22T18:48:20.000,07 BRONX,Noise - Street/Sidewalk,2020-03-22T17:35:26.000,BEDFORD PARK BOULEVARD,EAST  201 STREET,Loud Music/Party,,,2966 BRIGGS AVENUE,10458,BEDFORD PARK BOULEVARD,EAST  201 STREET,BRIGGS AVENUE,40.871235602201345,"{'type': 'Point', 'coordinates': [-73.88555820825009, 40.871235602201345]}",,,,Street/Sidewalk,,-73.88555820825009,MOBILE,BRONX,Unspecified,2020-03-22T22:48:22.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BRIGGS AVENUE,,,45876280,,1015901,256713
2632,,NYPD,New York City Police Department,1021060003,MANHATTAN,,,,NEW YORK,2020-03-22T19:51:31.000,10 MANHATTAN,Noise - Residential,2020-03-22T17:35:35.000,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,Banging/Pounding,,,2971 FREDERICK DOUGLASS BOULEVARD,10039,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,8 AVENUE,40.830362260625506,"{'type': 'Point', 'coordinates': [-73.93640207830494, 40.830362260625506]}",,,,Residential Building/House,,-73.93640207830494,MOBILE,MANHATTAN,Unspecified,2020-03-22T23:51:34.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,FREDERICK DOUGLASS BOULEVARD,,,45877432,,1001850,241807
2633,,NYPD,New York City Police Department,2024209020,BRONX,,,,BRONX,2020-03-23T01:15:03.000,04 BRONX,Noise - Residential,2020-03-22T17:35:39.000,EAST  156 STREET,EAST  158 STREET,Loud Music/Party,,,3073 PARK AVENUE,10451,EAST  156 STREET,EAST  158 STREET,PARK AVENUE,40.82276243696431,"{'type': 'Point', 'coordinates': [-73.91932296106417, 40.82276243696431]}",,,,Residential Building/House,,-73.91932296106417,MOBILE,BRONX,Unspecified,2020-03-23T05:15:09.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,PARK AVENUE,,,45878424,,1006579,239042
2634,,NYPD,New York City Police Department,2032980016,BRONX,,,,BRONX,2020-03-22T19:08:22.000,07 BRONX,Noise - Street/Sidewalk,2020-03-22T17:35:41.000,BEDFORD PARK BOULEVARD,EAST  201 STREET,Loud Music/Party,,,2966 BRIGGS AVENUE,10458,BEDFORD PARK BOULEVARD,EAST  201 STREET,BRIGGS AVENUE,40.871235602201345,"{'type': 'Point', 'coordinates': [-73.88555820825009, 40.871235602201345]}",,,,Street/Sidewalk,,-73.88555820825009,MOBILE,BRONX,Unspecified,2020-03-22T23:08:25.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BRIGGS AVENUE,,,45878357,,1015901,256713
2635,,NYPD,New York City Police Department,4019910078,QUEENS,,,,CORONA,2020-03-22T20:07:36.000,04 QUEENS,Blocked Driveway,2020-03-22T17:36:06.000,104 STREET,108 STREET,No Access,,,104-23 48 AVENUE,11368,104 STREET,108 STREET,48 AVENUE,40.74520377249032,"{'type': 'Point', 'coordinates': [-73.85876928464565, 40.74520377249032]}",,,,Street/Sidewalk,,-73.85876928464565,MOBILE,QUEENS,Unspecified,2020-03-23T00:07:38.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,48 AVENUE,,,45877202,,1023384,210806
2636,,NYPD,New York City Police Department,2031430271,BRONX,,,,BRONX,2020-03-22T23:16:31.000,05 BRONX,Noise - Residential,2020-03-22T17:36:21.000,TIEBOUT AVENUE,BEND,Loud Music/Party,,,340 EAST  184 STREET,10458,TIEBOUT AVENUE,BEND,EAST  184 STREET,40.858098079528844,"{'type': 'Point', 'coordinates': [-73.89567035668057, 40.858098079528844]}",,,,,,-73.89567035668057,PHONE,BRONX,Unspecified,2020-03-23T03:16:33.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  184 STREET,,,45876506,,1013110,251923
2637,,DCA,Department of Consumer Affairs,,QUEENS,,,,FAR ROCKAWAY,,14 QUEENS,Consumer Complaint,2020-03-22T17:37:27.000,BEACH  143 STREET,BEACH  144 STREET,Retail Store,,,143-22 ROCKAWAY BEACH BOULEVARD,11694,BEACH  143 STREET,BEACH  144 STREET,ROCKAWAY BEACH BOULEVARD,40.57125404439627,"{'type': 'Point', 'coordinates': [-73.85948982436751, 40.57125404439627]}",,,,,,-73.85948982436751,PHONE,QUEENS,Unspecified,,,,In Progress,ROCKAWAY BEACH BOULEVARD,,,45879176,,1023286,147431
2638,INTERSECTION,DOT,Department of Transportation,4057980042,QUEENS,,,,Whitestone,,07 QUEENS,Street Light Condition,2020-03-22T17:38:00.000,201 ST,UTOPIA PKWY,Street Light Out,,,199-43 24 ROAD,11357,24 ROAD,UTOPIA PARKWAY,,40.77474198858569,"{'type': 'Point', 'coordinates': [-73.7928979276221, 40.77474198858569]}",,,,,,-73.7928979276221,UNKNOWN,QUEENS,Unspecified,2020-03-23T13:16:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Assigned,24 ROAD,,,45876801,,1041611,221604
2639,,NYPD,New York City Police Department,3004010001,BROOKLYN,,,,BROOKLYN,2020-03-22T18:03:01.000,06 BROOKLYN,Noise - Residential,2020-03-22T17:38:15.000,3 AVENUE,4 AVENUE,Loud Music/Party,,,572 WARREN STREET,11217,3 AVENUE,4 AVENUE,WARREN STREET,40.682022291389764,"{'type': 'Point', 'coordinates': [-73.98255308335538, 40.682022291389764]}",,,,Residential Building/House,,-73.98255308335538,ONLINE,BROOKLYN,Unspecified,2020-03-22T22:03:02.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,WARREN STREET,,,45876319,,989089,187756
2640,,NYPD,New York City Police Department,3019380001,BROOKLYN,,,,BROOKLYN,2020-03-22T22:47:55.000,03 BROOKLYN,Noise - Residential,2020-03-22T17:38:21.000,KENT AVENUE,FRANKLIN AVENUE,Banging/Pounding,,,470 DEKALB AVENUE,11205,KENT AVENUE,FRANKLIN AVENUE,DEKALB AVENUE,40.690587917840816,"{'type': 'Point', 'coordinates': [-73.95813139506514, 40.690587917840816]}",,,,Residential Building/House,,-73.95813139506514,PHONE,BROOKLYN,Unspecified,2020-03-23T02:47:58.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,DEKALB AVENUE,,,45878922,,995861,190879
2641,ADDRESS,DEP,Department of Environmental Protection,2033830073,BRONX,,,,BRONX,2020-03-25T08:10:00.000,12 BRONX,Water System,2020-03-22T17:39:00.000,KATONAH AVE,VIREO AVE,Dirty Water (WE),,,347 EAST  234 STREET,10470,,,,40.89701214577413,"{'type': 'Point', 'coordinates': [-73.866216359483, 40.89701214577413]}",,,,,,-73.866216359483,PHONE,BRONX,Unspecified,2020-03-25T08:10:00.000,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,,Closed,EAST  234 STREET,,,45878799,,1021236,266112
2642,,NYPD,New York City Police Department,4038300087,QUEENS,,,,RIDGEWOOD,2020-03-23T00:30:22.000,05 QUEENS,Illegal Parking,2020-03-22T17:39:01.000,78 ROAD,MYRTLE AVENUE,Posted Parking Sign Violation,,,78-75 79 LANE,11385,78 ROAD,MYRTLE AVENUE,79 LANE,40.703520472268984,"{'type': 'Point', 'coordinates': [-73.869233915587, 40.703520472268984]}",,,,Street/Sidewalk,,-73.869233915587,MOBILE,QUEENS,Unspecified,2020-03-23T04:30:30.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,79 LANE,,,45876545,,1020507,195615
2643,,NYPD,New York City Police Department,2031990053,BRONX,,,,BRONX,2020-03-22T18:51:15.000,07 BRONX,Noise - Residential,2020-03-22T17:39:05.000,WEST  184 STREET,WEST FORDHAM ROAD,Loud Music/Party,,,2386 DAVIDSON AVENUE,10468,WEST  184 STREET,WEST FORDHAM ROAD,DAVIDSON AVENUE,40.861403787976336,"{'type': 'Point', 'coordinates': [-73.90321733819738, 40.861403787976336]}",,,,Residential Building/House,,-73.90321733819738,PHONE,BRONX,Unspecified,2020-03-22T22:51:22.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,DAVIDSON AVENUE,,,45877457,,1011021,253125
2644,ADDRESS,HPD,Department of Housing Preservation and Development,3062990032,BROOKLYN,,,,BROOKLYN,2020-03-24T18:37:25.000,11 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:39:15.000,,,ENTIRE BUILDING,,,8100 BAY PARKWAY,11214,,,,40.604708161574436,"{'type': 'Point', 'coordinates': [-73.99094992178074, 40.604708161574436]}",,,,RESIDENTIAL BUILDING,,-73.99094992178074,MOBILE,BROOKLYN,Unspecified,2020-03-24T18:37:25.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,BAY PARKWAY,,,45876196,,986763,159588
2645,ADDRESS,HPD,Department of Housing Preservation and Development,3062990032,BROOKLYN,,,,BROOKLYN,2020-03-23T18:33:46.000,11 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:39:15.000,,,ENTIRE BUILDING,,,8100 BAY PARKWAY,11214,,,,40.604708161574436,"{'type': 'Point', 'coordinates': [-73.99094992178074, 40.604708161574436]}",,,,RESIDENTIAL BUILDING,,-73.99094992178074,MOBILE,BROOKLYN,Unspecified,2020-03-23T18:33:46.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,BAY PARKWAY,,,45877219,,986763,159588
2646,ADDRESS,HPD,Department of Housing Preservation and Development,3062990032,BROOKLYN,,,,BROOKLYN,2020-03-23T18:33:46.000,11 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:39:17.000,,,ENTIRE BUILDING,,,8100 BAY PARKWAY,11214,,,,40.604708161574436,"{'type': 'Point', 'coordinates': [-73.99094992178074, 40.604708161574436]}",,,,RESIDENTIAL BUILDING,,-73.99094992178074,MOBILE,BROOKLYN,Unspecified,2020-03-23T18:33:46.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,BAY PARKWAY,,,45876783,,986763,159588
2647,ADDRESS,HPD,Department of Housing Preservation and Development,3062990032,BROOKLYN,,,,BROOKLYN,2020-03-23T18:33:46.000,11 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:39:17.000,,,ENTIRE BUILDING,,,8100 BAY PARKWAY,11214,,,,40.604708161574436,"{'type': 'Point', 'coordinates': [-73.99094992178074, 40.604708161574436]}",,,,RESIDENTIAL BUILDING,,-73.99094992178074,MOBILE,BROOKLYN,Unspecified,2020-03-23T18:33:46.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,BAY PARKWAY,,,45875596,,986763,159588
2648,ADDRESS,HPD,Department of Housing Preservation and Development,3062990032,BROOKLYN,,,,BROOKLYN,2020-03-23T18:33:46.000,11 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:39:19.000,,,ENTIRE BUILDING,,,8100 BAY PARKWAY,11214,,,,40.604708161574436,"{'type': 'Point', 'coordinates': [-73.99094992178074, 40.604708161574436]}",,,,RESIDENTIAL BUILDING,,-73.99094992178074,MOBILE,BROOKLYN,Unspecified,2020-03-23T18:33:46.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,BAY PARKWAY,,,45876773,,986763,159588
2649,ADDRESS,HPD,Department of Housing Preservation and Development,3062990032,BROOKLYN,,,,BROOKLYN,2020-03-23T18:33:46.000,11 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:39:20.000,,,ENTIRE BUILDING,,,8100 BAY PARKWAY,11214,,,,40.604708161574436,"{'type': 'Point', 'coordinates': [-73.99094992178074, 40.604708161574436]}",,,,RESIDENTIAL BUILDING,,-73.99094992178074,MOBILE,BROOKLYN,Unspecified,2020-03-23T18:33:46.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,BAY PARKWAY,,,45877257,,986763,159588
2650,ADDRESS,HPD,Department of Housing Preservation and Development,2024470019,BRONX,,,,BRONX,2020-03-25T22:03:55.000,04 BRONX,HEAT/HOT WATER,2020-03-22T17:39:44.000,,,ENTIRE BUILDING,,,1007 GRANT AVENUE,10456,,,,40.829175599730625,"{'type': 'Point', 'coordinates': [-73.9175698862442, 40.829175599730625]}",,,,RESIDENTIAL BUILDING,,-73.9175698862442,ONLINE,BRONX,Unspecified,2020-03-25T22:03:55.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,GRANT AVENUE,,,45878974,,1007062,241379
2651,,NYPD,New York City Police Department,1021710008,MANHATTAN,,,,NEW YORK,2020-03-22T19:27:17.000,12 MANHATTAN,Noise - Residential,2020-03-22T17:40:14.000,BENNETT AVENUE,ELLWOOD STREET,Loud Music/Party,,,25 NAGLE AVENUE,10040,BENNETT AVENUE,ELLWOOD STREET,NAGLE AVENUE,40.85952677252815,"{'type': 'Point', 'coordinates': [-73.9303550418583, 40.85952677252815]}",,,,Residential Building/House,,-73.9303550418583,ONLINE,MANHATTAN,Unspecified,2020-03-22T23:27:21.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,NAGLE AVENUE,,,45876840,,1003515,252434
2652,,NYPD,New York City Police Department,4036480029,QUEENS,,,,RIDGEWOOD,2020-03-22T22:26:52.000,05 QUEENS,Noise - Residential,2020-03-22T17:40:30.000,70 AVENUE,CENTRAL AVENUE,Banging/Pounding,,,70-37 66 STREET,11385,70 AVENUE,CENTRAL AVENUE,66 STREET,40.703601874549115,"{'type': 'Point', 'coordinates': [-73.88926869834502, 40.703601874549115]}",,,,Residential Building/House,,-73.88926869834502,ONLINE,QUEENS,Unspecified,2020-03-23T02:26:56.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,66 STREET,,,45877301,,1014952,195637
2653,ADDRESS,DOB,Department of Buildings,3051910041,BROOKLYN,,,,BROOKLYN,2020-03-24T00:00:00.000,17 BROOKLYN,Plumbing,2020-03-22T17:40:35.000,,,Gas Hook-Up/Piping - Illegal Or Defective,,,376 EAST   26 STREET,11226,,,,40.64134988208716,"{'type': 'Point', 'coordinates': [-73.95245469063235, 40.64134988208716]}",,,,,,-73.95245469063235,UNKNOWN,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,EAST   26 STREET,,,45877726,,997445,172941
2654,,DOHMH,Department of Health and Mental Hygiene,3039620009,BROOKLYN,,,,BROOKLYN,,05 BROOKLYN,Food Establishment,2020-03-22T17:41:06.000,VAN SICLEN AVENUE,HENDRIX STREET,Bare Hands in Contact w/ Food,,,2800 ATLANTIC AVENUE,11207,VAN SICLEN AVENUE,HENDRIX STREET,ATLANTIC AVENUE,40.67649058237496,"{'type': 'Point', 'coordinates': [-73.89090720388081, 40.67649058237496]}",,,,Restaurant/Bar/Deli/Bakery,,-73.89090720388081,PHONE,BROOKLYN,Unspecified,2020-03-25T21:49:06.000,The Department of Health and Mental Hygiene has received and processed your complaint. All restauran,,In Progress,ATLANTIC AVENUE,,,45875323,,1014510,185759
2655,,NYPD,New York City Police Department,3008320073,BROOKLYN,,,,BROOKLYN,2020-03-23T10:26:54.000,07 BROOKLYN,Illegal Parking,2020-03-22T17:41:15.000,5 AVENUE,6 AVENUE,Double Parked Blocking Traffic,,,513 56 STREET,11220,5 AVENUE,6 AVENUE,56 STREET,40.64143854193605,"{'type': 'Point', 'coordinates': [-74.01328892201552, 40.64143854193605]}",,,,Street/Sidewalk,,-74.01328892201552,MOBILE,BROOKLYN,Unspecified,2020-03-23T14:26:58.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,56 STREET,,,45875346,,980562,172970
2656,,NYPD,New York City Police Department,1020890024,MANHATTAN,,,,NEW YORK,2020-03-22T22:20:52.000,09 MANHATTAN,Noise - Street/Sidewalk,2020-03-22T17:41:30.000,BROADWAY,RIVERSIDE DRIVE,Loud Music/Party,,,605 WEST  142 STREET,10031,BROADWAY,RIVERSIDE DRIVE,WEST  142 STREET,40.82469384269381,"{'type': 'Point', 'coordinates': [-73.95225503884554, 40.82469384269381]}",,,,Street/Sidewalk,,-73.95225503884554,ONLINE,MANHATTAN,Unspecified,2020-03-23T02:20:53.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  142 STREET,,,45879399,,997464,239739
2657,,DOT,Department of Transportation,4031790044,QUEENS,,,,FOREST HILLS,,06 QUEENS,Sidewalk Condition,2020-03-22T17:41:55.000,OLCOTT STREET,METROPOLITAN AVENUE,Sidewalk Violation,,,68-48 SELFRIDGE STREET,11375,OLCOTT STREET,METROPOLITAN AVENUE,SELFRIDGE STREET,40.71242864880483,"{'type': 'Point', 'coordinates': [-73.85658788099259, 40.71242864880483]}",,,,Sidewalk,,-73.85658788099259,ONLINE,QUEENS,Unspecified,,,,In Progress,SELFRIDGE STREET,,,45877684,,1024008,198866
2658,ADDRESS,HPD,Department of Housing Preservation and Development,3017620028,BROOKLYN,,,,BROOKLYN,2020-03-25T07:46:06.000,03 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:42:07.000,,,ENTIRE BUILDING,,,915 BEDFORD AVENUE,11205,,,,40.692415024063656,"{'type': 'Point', 'coordinates': [-73.9556997753109, 40.692415024063656]}",,,,RESIDENTIAL BUILDING,,-73.9556997753109,PHONE,BROOKLYN,Unspecified,2020-03-25T07:46:06.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,BEDFORD AVENUE,,,45876754,,996535,191545
2659,ADDRESS,HPD,Department of Housing Preservation and Development,4074530033,QUEENS,,,,Oakland Gardens,,11 QUEENS,PAINT/PLASTER,2020-03-22T17:42:09.000,,,RADIATOR,,,202-21 HORACE HARDING EXPRESSWAY,11364,,,,40.74439868155204,"{'type': 'Point', 'coordinates': [-73.77388330451194, 40.74439868155204]}",,,,RESIDENTIAL BUILDING,,-73.77388330451194,PHONE,QUEENS,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,HORACE HARDING EXPRESSWAY,,,45876816,,1046906,210562
2660,,NYPD,New York City Police Department,2030100017,BRONX,,,,BRONX,2020-03-23T03:37:38.000,03 BRONX,Noise - Residential,2020-03-22T17:42:14.000,EAST  173 STREET,EAST  174 STREET,Loud Music/Party,,,1700 LONGFELLOW AVENUE,10460,EAST  173 STREET,EAST  174 STREET,LONGFELLOW AVENUE,40.83523530526357,"{'type': 'Point', 'coordinates': [-73.88480703164998, 40.83523530526357]}",,,,Residential Building/House,,-73.88480703164998,MOBILE,BRONX,Unspecified,2020-03-23T07:37:43.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,LONGFELLOW AVENUE,,,45879283,,1016126,243597
2661,,NYPD,New York City Police Department,4095620031,QUEENS,,,,SOUTH RICHMOND HILL,2020-03-22T20:35:46.000,10 QUEENS,Noise - Residential,2020-03-22T17:42:18.000,125 STREET,126 STREET,Loud Music/Party,,,125-01 LIBERTY AVENUE,11419,125 STREET,126 STREET,LIBERTY AVENUE,40.688164401556236,"{'type': 'Point', 'coordinates': [-73.81922249368039, 40.688164401556236]}",,,,Residential Building/House,,-73.81922249368039,ONLINE,QUEENS,Unspecified,2020-03-23T00:35:49.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,LIBERTY AVENUE,,,45877897,,1034385,190045
2662,,NYPD,New York City Police Department,4064870067,QUEENS,,,,FLUSHING,2020-03-22T23:13:59.000,08 QUEENS,Illegal Parking,2020-03-22T17:42:20.000,140 STREET,MAIN STREET,Blocked Hydrant,,,140-03 69 AVENUE,11367,140 STREET,MAIN STREET,69 AVENUE,40.73087225443563,"{'type': 'Point', 'coordinates': [-73.82586105210697, 40.73087225443563]}",,,,Street/Sidewalk,,-73.82586105210697,MOBILE,QUEENS,Unspecified,2020-03-23T03:14:00.000,The Police Department issued a summons in response to the complaint.,,Closed,69 AVENUE,,,45879244,,1032513,205601
2663,,NYPD,New York City Police Department,4038300073,QUEENS,,,,RIDGEWOOD,2020-03-23T00:31:52.000,05 QUEENS,Illegal Parking,2020-03-22T17:42:51.000,78 ROAD,MYRTLE AVENUE,Blocked Sidewalk,,,78-66 80 STREET,11385,78 ROAD,MYRTLE AVENUE,80 STREET,40.7037390624662,"{'type': 'Point', 'coordinates': [-73.86836428214735, 40.7037390624662]}",,,,Street/Sidewalk,,-73.86836428214735,MOBILE,QUEENS,Unspecified,2020-03-23T04:31:56.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,80 STREET,,,45877060,,1020748,195695
2664,ADDRESS,DOB,Department of Buildings,4089890071,QUEENS,,,,Woodhaven,2020-03-25T00:00:00.000,09 QUEENS,Building/Use,2020-03-22T17:42:56.000,,,Illegal. Commercial Use In Resident Zone,,,93-20 91 AVENUE,11421,,,,40.6899675005552,"{'type': 'Point', 'coordinates': [-73.8495902341954, 40.6899675005552]}",,,,,,-73.8495902341954,UNKNOWN,QUEENS,Unspecified,2020-03-25T00:00:00.000,The Department of Buildings reviewed this complaint and determined that no further action was necessary.,,Closed,91 AVENUE,,,45877585,,1025962,190686
2665,,NYPD,New York City Police Department,1017970001,MANHATTAN,,,,NEW YORK,2020-03-22T22:37:47.000,11 MANHATTAN,Noise - Residential,2020-03-22T17:43:18.000,EAST  123 STREET,EAST  124 STREET,Loud Music/Party,,,2400 2 AVENUE,10035,EAST  123 STREET,EAST  124 STREET,2 AVENUE,40.80143454654757,"{'type': 'Point', 'coordinates': [-73.93443230896085, 40.80143454654757]}",,,,Residential Building/House,,-73.93443230896085,PHONE,MANHATTAN,Unspecified,2020-03-23T02:37:50.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,2 AVENUE,,,45878360,,1002403,231268
2666,,NYPD,New York City Police Department,1003380001,MANHATTAN,,,,NEW YORK,2020-03-22T22:03:24.000,03 MANHATTAN,Noise - Residential,2020-03-22T17:43:31.000,DELANCEY STREET,RIVINGTON STREET,Loud Music/Party,,,70 PITT STREET,10002,DELANCEY STREET,RIVINGTON STREET,PITT STREET,40.718113225498,"{'type': 'Point', 'coordinates': [-73.98256528039764, 40.718113225498]}",,,,Residential Building/House,,-73.98256528039764,ONLINE,MANHATTAN,Unspecified,2020-03-23T02:03:29.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PITT STREET,,,45875752,,989083,200905
2667,,DCA,Department of Consumer Affairs,2033350181,BRONX,,,,BRONX,2020-03-24T16:06:25.000,07 BRONX,Consumer Complaint,2020-03-22T17:44:11.000,ROCHAMBEAU AVENUE,BAINBRIDGE AVENUE,Retail Store,,,271 EAST  206 STREET,10467,ROCHAMBEAU AVENUE,BAINBRIDGE AVENUE,EAST  206 STREET,40.87494079331893,"{'type': 'Point', 'coordinates': [-73.88000858908352, 40.87494079331893]}",,,,Commercial Building,,-73.88000858908352,ONLINE,BRONX,Unspecified,2020-03-24T20:06:30.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,EAST  206 STREET,,,45876990,,1017434,258065
2668,,NYPD,New York City Police Department,3062730006,BROOKLYN,,,,BROOKLYN,2020-03-22T18:05:34.000,11 BROOKLYN,Noise - Residential,2020-03-22T17:44:13.000,18 AVENUE,19 AVENUE,Loud Music/Party,,,1818 79 STREET,11214,18 AVENUE,19 AVENUE,79 STREET,40.610708617470245,"{'type': 'Point', 'coordinates': [-73.99770576283774, 40.610708617470245]}",,,,Residential Building/House,,-73.99770576283774,ONLINE,BROOKLYN,Unspecified,2020-03-22T22:05:37.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,79 STREET,,,45877327,,984887,161774
2669,ADDRESS,HPD,Department of Housing Preservation and Development,2041780010,BRONX,,,,BRONX,,10 BRONX,PAINT/PLASTER,2020-03-22T17:44:27.000,,,WINDOW/FRAME,,,3555 BRUCKNER BOULEVARD,10461,,,,40.84780869783529,"{'type': 'Point', 'coordinates': [-73.82748144004533, 40.84780869783529]}",,,,RESIDENTIAL BUILDING,,-73.82748144004533,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRUCKNER BOULEVARD,,,45878027,,1031980,248204
2670,ADDRESS,HPD,Department of Housing Preservation and Development,2041780010,BRONX,,,,BRONX,,10 BRONX,PAINT/PLASTER,2020-03-22T17:44:27.000,,,CEILING,,,3555 BRUCKNER BOULEVARD,10461,,,,40.84780869783529,"{'type': 'Point', 'coordinates': [-73.82748144004533, 40.84780869783529]}",,,,RESIDENTIAL BUILDING,,-73.82748144004533,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRUCKNER BOULEVARD,,,45876284,,1031980,248204
2671,ADDRESS,HPD,Department of Housing Preservation and Development,2041780010,BRONX,,,,BRONX,,10 BRONX,PAINT/PLASTER,2020-03-22T17:44:27.000,,,WALL,,,3555 BRUCKNER BOULEVARD,10461,,,,40.84780869783529,"{'type': 'Point', 'coordinates': [-73.82748144004533, 40.84780869783529]}",,,,RESIDENTIAL BUILDING,,-73.82748144004533,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRUCKNER BOULEVARD,,,45876898,,1031980,248204
2672,ADDRESS,HPD,Department of Housing Preservation and Development,2041780010,BRONX,,,,BRONX,,10 BRONX,PAINT/PLASTER,2020-03-22T17:44:27.000,,,WALL,,,3555 BRUCKNER BOULEVARD,10461,,,,40.84780869783529,"{'type': 'Point', 'coordinates': [-73.82748144004533, 40.84780869783529]}",,,,RESIDENTIAL BUILDING,,-73.82748144004533,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRUCKNER BOULEVARD,,,45878050,,1031980,248204
