,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
155,,NYPD,New York City Police Department,3002260035,BROOKLYN,BROOKLYN,,02 BROOKLYN,Noise - Vehicle,2020-03-26T01:28:50.000,HICKS STREET,HENRY STREET,Engine Idling,,59 PINEAPPLE STREET,11201,HICKS STREET,HENRY STREET,PINEAPPLE STREET,40.69833559858716,"{'type': 'Point', 'coordinates': [-73.99352658024652, 40.69833559858716]}",,,,Street/Sidewalk,,-73.99352658024652,MOBILE,BROOKLYN,Unspecified,,,In Progress,PINEAPPLE STREET,,45893352,986045,193699
156,,NYPD,New York City Police Department,4110740075,QUEENS,SAINT ALBANS,,12 QUEENS,Noise - Vehicle,2020-03-26T01:28:51.000,116 AVENUE,LINDEN BOULEVARD,Engine Idling,,116-36 203 STREET,11412,116 AVENUE,LINDEN BOULEVARD,203 STREET,40.69606587825701,"{'type': 'Point', 'coordinates': [-73.7499141839434, 40.69606587825701]}",,,,Street/Sidewalk,,-73.7499141839434,PHONE,QUEENS,Unspecified,,,In Progress,203 STREET,,45893834,1053598,192971
157,,NYPD,New York City Police Department,3002260001,BROOKLYN,BROOKLYN,,02 BROOKLYN,Noise - Vehicle,2020-03-26T01:31:30.000,HICKS STREET,HENRY STREET,Engine Idling,,55 PINEAPPLE STREET,11201,HICKS STREET,HENRY STREET,PINEAPPLE STREET,40.69837128798451,"{'type': 'Point', 'coordinates': [-73.99366001224611, 40.69837128798451]}",,,,Street/Sidewalk,,-73.99366001224611,MOBILE,BROOKLYN,Unspecified,,,In Progress,PINEAPPLE STREET,,45890951,986008,193712
158,,DCA,Department of Consumer Affairs,,BROOKLYN,,,05 BROOKLYN,Consumer Complaint,2020-03-26T01:32:23.000,STANLEY AVENUE,VAN SICLEN AVENUE,Retail Store,,STANLEY AVENUE,11207,STANLEY AVENUE,VAN SICLEN AVENUE,,40.65906054957729,"{'type': 'Point', 'coordinates': [-73.8845814301147, 40.65906054957729]}",,,,,,-73.8845814301147,PHONE,BROOKLYN,Unspecified,,,In Progress,STANLEY AVENUE,,45895810,1016273,179411
159,,NYPD,New York City Police Department,5000370050,STATEN ISLAND,STATEN ISLAND,,01 STATEN ISLAND,Noise - Residential,2020-03-26T01:32:56.000,WESTERVELT AVENUE,BISMARK AVENUE,Loud Music/Party,,17 SCRIBNER AVENUE,10301,WESTERVELT AVENUE,BISMARK AVENUE,SCRIBNER AVENUE,40.638450798853384,"{'type': 'Point', 'coordinates': [-74.0825512213276, 40.638450798853384]}",,,,Residential Building/House,,-74.0825512213276,ONLINE,STATEN ISLAND,Unspecified,2020-03-26T05:57:12.000,Your complaint has been received by the Police Department and additional information will be availab,In Progress,SCRIBNER AVENUE,,45892854,961339,171892
160,,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,,11 MANHATTAN,Noise - Commercial,2020-03-26T01:33:56.000,LEXINGTON AVENUE,3 AVENUE,Car/Truck Horn,,173 EAST  115 STREET,10029,LEXINGTON AVENUE,3 AVENUE,EAST  115 STREET,40.79760111620877,"{'type': 'Point', 'coordinates': [-73.94129477996957, 40.79760111620877]}",,,,Store/Commercial,,-73.94129477996957,MOBILE,MANHATTAN,Unspecified,,,In Progress,EAST  115 STREET,,45892312,1000504,229870
161,,DCA,Department of Consumer Affairs,3059960039,BROOKLYN,BROOKLYN,,10 BROOKLYN,Consumer Complaint,2020-03-26T01:34:01.000,81 STREET,82 STREET,Retail Store,,8102 3 AVENUE,11209,81 STREET,82 STREET,3 AVENUE,40.62698418343172,"{'type': 'Point', 'coordinates': [-74.02963421896698, 40.62698418343172]}",,,,Commercial Building,,-74.02963421896698,ONLINE,BROOKLYN,Unspecified,,,In Progress,3 AVENUE,,45891033,976024,167705
162,,NYPD,New York City Police Department,3002260001,BROOKLYN,BROOKLYN,,02 BROOKLYN,Noise - Vehicle,2020-03-26T01:34:11.000,HICKS STREET,HENRY STREET,Engine Idling,,55 PINEAPPLE STREET,11201,HICKS STREET,HENRY STREET,PINEAPPLE STREET,40.69837128798451,"{'type': 'Point', 'coordinates': [-73.99366001224611, 40.69837128798451]}",,,,Street/Sidewalk,,-73.99366001224611,MOBILE,BROOKLYN,Unspecified,,,In Progress,PINEAPPLE STREET,,45892857,986008,193712
163,,NYPD,New York City Police Department,2032190200,BRONX,BRONX,,07 BRONX,Noise - Residential,2020-03-26T01:35:00.000,WEST  188 STREET,WEST  190 STREET,Loud Music/Party,,2475 UNIVERSITY AVENUE,10468,WEST  188 STREET,WEST  190 STREET,UNIVERSITY AVENUE,40.8647444855178,"{'type': 'Point', 'coordinates': [-73.90369332296922, 40.8647444855178]}",,,,Residential Building/House,,-73.90369332296922,ONLINE,BRONX,Unspecified,,,In Progress,UNIVERSITY AVENUE,,45890923,1010888,254342
164,,NYPD,New York City Police Department,1021680001,MANHATTAN,NEW YORK,,12 MANHATTAN,Noise - Residential,2020-03-26T01:35:45.000,WEST  187 STREET,WEST  188 STREET,Banging/Pounding,,281 WADSWORTH AVENUE,10040,WEST  187 STREET,WEST  188 STREET,WADSWORTH AVENUE,40.853720032118034,"{'type': 'Point', 'coordinates': [-73.9321142942917, 40.853720032118034]}",,,,Residential Building/House,,-73.9321142942917,MOBILE,MANHATTAN,Unspecified,,,In Progress,WADSWORTH AVENUE,,45893346,1003030,250318
165,,NYPD,New York City Police Department,1021700353,MANHATTAN,NEW YORK,,12 MANHATTAN,Noise - Residential,2020-03-26T01:36:06.000,WEST  190 STREET,FAIRVIEW AVENUE,Banging/Pounding,,82 WADSWORTH TERRACE,10040,WEST  190 STREET,FAIRVIEW AVENUE,WADSWORTH TERRACE,40.85700996830241,"{'type': 'Point', 'coordinates': [-73.93049866103757, 40.85700996830241]}",,,,Residential Building/House,,-73.93049866103757,MOBILE,MANHATTAN,Unspecified,,,In Progress,WADSWORTH TERRACE,,45893815,1003476,251517
166,,NYPD,New York City Police Department,4090640017,QUEENS,OZONE PARK,,09 QUEENS,Noise - Residential,2020-03-26T01:37:41.000,97 AVENUE,101 AVENUE,Loud Music/Party,,97-22 91 STREET,11416,97 AVENUE,101 AVENUE,91 STREET,40.684714703974414,"{'type': 'Point', 'coordinates': [-73.85012850443445, 40.684714703974414]}",,,,Residential Building/House,,-73.85012850443445,ONLINE,QUEENS,Unspecified,2020-03-26T05:47:23.000,Your complaint has been received by the Police Department and additional information will be availab,In Progress,91 STREET,,45890918,1025816,188772
167,,NYPD,New York City Police Department,3072950040,BROOKLYN,BROOKLYN,,15 BROOKLYN,Illegal Parking,2020-03-26T01:39:14.000,AVENUE S,AVENUE T,Blocked Hydrant,,1982 EAST   17 STREET,11229,AVENUE S,AVENUE T,EAST   17 STREET,40.60192749167116,"{'type': 'Point', 'coordinates': [-73.95507199433914, 40.60192749167116]}",,,,Street/Sidewalk,,-73.95507199433914,ONLINE,BROOKLYN,Unspecified,,,In Progress,EAST   17 STREET,,45892843,996726,158578
168,,NYPD,New York City Police Department,2024390034,BRONX,BRONX,,04 BRONX,Noise - Residential,2020-03-26T01:39:59.000,EAST  168 STREET,EAST  169 STREET,Loud Music/Party,,1250 MORRIS AVENUE,10456,EAST  168 STREET,EAST  169 STREET,MORRIS AVENUE,40.83458779400002,"{'type': 'Point', 'coordinates': [-73.91330618427045, 40.83458779400002]}",,,,,,-73.91330618427045,PHONE,BRONX,Unspecified,,,In Progress,MORRIS AVENUE,,45892324,1008240,243352
169,,NYPD,New York City Police Department,4098080014,QUEENS,JAMAICA,,12 QUEENS,Noise - Residential,2020-03-26T01:43:31.000,91 AVENUE,JAMAICA AVENUE,Banging/Pounding,,91-17 172 STREET,11432,91 AVENUE,JAMAICA AVENUE,172 STREET,40.70832108915434,"{'type': 'Point', 'coordinates': [-73.78810510952123, 40.70832108915434]}",,,,Residential Building/House,,-73.78810510952123,MOBILE,QUEENS,Unspecified,,,In Progress,172 STREET,,45891101,1042997,197408
170,,NYPD,New York City Police Department,3064970008,BROOKLYN,BROOKLYN,,14 BROOKLYN,Noise - Residential,2020-03-26T01:43:35.000,EAST    8 STREET,EAST   10 STREET,Banging/Pounding,,920 FOSTER AVENUE,11230,EAST    8 STREET,EAST   10 STREET,FOSTER AVENUE,40.63176218935932,"{'type': 'Point', 'coordinates': [-73.96786334071005, 40.63176218935932]}",,,,Residential Building/House,,-73.96786334071005,ONLINE,BROOKLYN,Unspecified,,,In Progress,FOSTER AVENUE,,45890912,993170,169446
171,,NYPD,New York City Police Department,1018360001,MANHATTAN,NEW YORK,,07 MANHATTAN,Noise - Residential,2020-03-26T01:43:50.000,WEST  103 STREET,WEST  104 STREET,Banging/Pounding,,875 COLUMBUS AVENUE,10025,WEST  103 STREET,WEST  104 STREET,COLUMBUS AVENUE,40.79734153843309,"{'type': 'Point', 'coordinates': [-73.96425113973666, 40.79734153843309]}",,,,Residential Building/House,,-73.96425113973666,PHONE,MANHATTAN,Unspecified,,,In Progress,COLUMBUS AVENUE,,45891593,994148,229772
172,,NYPD,New York City Police Department,1021610009,MANHATTAN,NEW YORK,,12 MANHATTAN,Noise - Residential,2020-03-26T01:46:47.000,AUDUBON AVENUE,ST NICHOLAS AVENUE,Loud Music/Party,,573 WEST  191 STREET,10040,AUDUBON AVENUE,ST NICHOLAS AVENUE,WEST  191 STREET,40.85537028371638,"{'type': 'Point', 'coordinates': [-73.92870016530128, 40.85537028371638]}",,,,Residential Building/House,,-73.92870016530128,PHONE,MANHATTAN,Unspecified,,,In Progress,WEST  191 STREET,,45894633,1003974,250920
173,,NYPD,New York City Police Department,3033570038,BROOKLYN,BROOKLYN,,04 BROOKLYN,Noise - Residential,2020-03-26T01:53:32.000,WOODBINE STREET,MADISON STREET,Loud Talking,,1114 BUSHWICK AVENUE,11221,WOODBINE STREET,MADISON STREET,BUSHWICK AVENUE,40.68981475790787,"{'type': 'Point', 'coordinates': [-73.91871215947857, 40.68981475790787]}",,,,Residential Building/House,,-73.91871215947857,ONLINE,BROOKLYN,Unspecified,,,In Progress,BUSHWICK AVENUE,,45893330,1006793,190605
174,,NYPD,New York City Police Department,3049490023,BROOKLYN,BROOKLYN,,17 BROOKLYN,Noise - Vehicle,2020-03-26T01:54:51.000,CLARENDON ROAD,AVENUE D,Car/Truck Music,,1246 NEW YORK AVENUE,11203,CLARENDON ROAD,AVENUE D,NEW YORK AVENUE,40.642494251129676,"{'type': 'Point', 'coordinates': [-73.94578408457107, 40.642494251129676]}",,,,Street/Sidewalk,,-73.94578408457107,PHONE,BROOKLYN,Unspecified,,,In Progress,NEW YORK AVENUE,,45894362,999296,173359
175,,NYPD,New York City Police Department,2047120001,BRONX,BRONX,,12 BRONX,Noise - Residential,2020-03-26T01:58:58.000,EAST  214 STREET,EAST  215 STREET,Loud Television,,3442 WILSON AVENUE,10469,EAST  214 STREET,EAST  215 STREET,WILSON AVENUE,40.87604889426015,"{'type': 'Point', 'coordinates': [-73.85108939612485, 40.87604889426015]}",,,,Residential Building/House,,-73.85108939612485,PHONE,BRONX,Unspecified,,,In Progress,WILSON AVENUE,,45891603,1025431,258481
176,,NYPD,New York City Police Department,2029540029,BRONX,BRONX,,06 BRONX,Noise - Residential,2020-03-26T01:59:27.000,PROSPECT AVENUE,MARMION AVENUE,Loud Music/Party,,806 FAIRMOUNT PLACE,10460,PROSPECT AVENUE,MARMION AVENUE,FAIRMOUNT PLACE,40.84255933757606,"{'type': 'Point', 'coordinates': [-73.88876633698771, 40.84255933757606]}",,,,,,-73.88876633698771,PHONE,BRONX,Unspecified,,,In Progress,FAIRMOUNT PLACE,,45893872,1015027,246264
177,,NYPD,New York City Police Department,1018210055,MANHATTAN,NEW YORK,,10 MANHATTAN,Noise - Street/Sidewalk,2020-03-26T02:01:03.000,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,Loud Music/Party,,132 WEST  112 STREET,10026,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  112 STREET,40.80016192275729,"{'type': 'Point', 'coordinates': [-73.9532406180199, 40.80016192275729]}",,,,Street/Sidewalk,,-73.9532406180199,ONLINE,MANHATTAN,Unspecified,,,In Progress,WEST  112 STREET,,45891604,997196,230801
178,,NYPD,New York City Police Department,3050820079,BROOKLYN,BROOKLYN,,14 BROOKLYN,Noise - Residential,2020-03-26T02:01:28.000,CATON AVENUE,CHURCH AVENUE,Banging/Pounding,,115 EAST   21 STREET,11226,CATON AVENUE,CHURCH AVENUE,EAST   21 STREET,40.65155519393562,"{'type': 'Point', 'coordinates': [-73.96022088715806, 40.65155519393562]}",,,,Residential Building/House,,-73.96022088715806,PHONE,BROOKLYN,Unspecified,,,In Progress,EAST   21 STREET,,45895053,995288,176658
