,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
3367,ADDRESS,DHS,Department of Homeless Services,1004640058,MANHATTAN,,,NEW YORK,2020-03-24T19:07:03.000,03 MANHATTAN,Homeless Person Assistance,2020-03-24T18:35:41.000,3 AVENUE,2 AVENUE,,,,5 ST MARKS PLACE,10003,3 AVENUE,2 AVENUE,ST MARKS PLACE,40.72934011583033,"{'type': 'Point', 'coordinates': [-73.98938875464557, 40.72934011583033]}",,,,N/A,,-73.98938875464557,MOBILE,MANHATTAN,Unspecified,2020-03-24T19:07:03.000,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",,Closed,ST MARKS PLACE,,45887862,,987191,204995
3368,ADDRESS,HPD,Department of Housing Preservation and Development,3068260077,BROOKLYN,,,BROOKLYN,,15 BROOKLYN,UNSANITARY CONDITION,2020-03-24T18:36:01.000,,,GARBAGE/RECYCLING STORAGE,,,2285 OCEAN AVENUE,11229,,,,40.605719805881684,"{'type': 'Point', 'coordinates': [-73.95259530827619, 40.605719805881684]}",,,,RESIDENTIAL BUILDING,,-73.95259530827619,ONLINE,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,OCEAN AVENUE,,45890383,,997413,159960
3369,,NYPD,New York City Police Department,4089850012,QUEENS,,,WOODHAVEN,2020-03-24T23:23:18.000,09 QUEENS,Blocked Driveway,2020-03-24T18:36:10.000,91 STREET,92 STREET,No Access,,,91-24 91 AVENUE,11421,91 STREET,92 STREET,91 AVENUE,40.68927349938577,"{'type': 'Point', 'coordinates': [-73.85203658434328, 40.68927349938577]}",,,,Street/Sidewalk,,-73.85203658434328,ONLINE,QUEENS,Unspecified,2020-03-25T03:23:21.000,The Police Department issued a summons in response to the complaint.,,Closed,91 AVENUE,,45886147,,1025284,190432
3370,,NYPD,New York City Police Department,3018340043,BROOKLYN,,,BROOKLYN,2020-03-24T20:48:59.000,03 BROOKLYN,Noise - Vehicle,2020-03-24T18:36:15.000,JEFFERSON AVENUE,HANCOCK STREET,Car/Truck Music,,,406 TOMPKINS AVENUE,11216,JEFFERSON AVENUE,HANCOCK STREET,TOMPKINS AVENUE,40.68337135864041,"{'type': 'Point', 'coordinates': [-73.94392644065874, 40.68337135864041]}",,,,Street/Sidewalk,,-73.94392644065874,ONLINE,BROOKLYN,Unspecified,2020-03-25T00:49:01.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,TOMPKINS AVENUE,,45886522,,999802,188252
3371,,DPR,Department of Parks and Recreation,4112990036,QUEENS,,,CAMBRIA HEIGHTS,2020-03-24T20:47:22.000,13 QUEENS,Violation of Park Rules,2020-03-24T18:36:16.000,115 ROAD,116 AVENUE,Unsafe Use of Playground,,,115-74 218 STREET,11411,115 ROAD,116 AVENUE,218 STREET,40.69842190145421,"{'type': 'Point', 'coordinates': [-73.74044941279413, 40.69842190145421]}",,,,Park,,-73.74044941279413,ONLINE,QUEENS,Unspecified,2020-03-25T00:47:26.000,The reported condition was inspected and a summons has been issued.,,Closed,218 STREET,,45885403,,1056220,193837
3372,,DCA,Department of Consumer Affairs,2036530050,BRONX,,,BRONX,2020-03-25T13:36:16.000,09 BRONX,Consumer Complaint,2020-03-24T18:36:17.000,STRATFORD AVENUE PEDESTRIAN OVPS,MORRISON AVENUE,Bodega/Deli/Supermarket,,,1630 BRUCKNER BOULEVARD,10473,STRATFORD AVENUE PEDESTRIAN OVPS,MORRISON AVENUE,BRUCKNER BOULEVARD,40.82401161045355,"{'type': 'Point', 'coordinates': [-73.87379182011618, 40.82401161045355]}",,,,,,-73.87379182011618,PHONE,BRONX,Unspecified,2020-03-25T17:36:19.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,BRUCKNER BOULEVARD,,45886498,,1019180,239512
3373,,NYPD,New York City Police Department,2029830030,BRONX,,,BRONX,2020-03-24T23:01:57.000,03 BRONX,Noise - Residential,2020-03-24T18:36:53.000,EAST  173 STREET,EAST  174 STREET,Loud Music/Party,,,1705 HOE AVENUE,10460,EAST  173 STREET,EAST  174 STREET,HOE AVENUE,40.83634934042209,"{'type': 'Point', 'coordinates': [-73.88726251817741, 40.83634934042209]}",,,,Residential Building/House,,-73.88726251817741,ONLINE,BRONX,Unspecified,2020-03-25T03:01:59.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,HOE AVENUE,,45890595,,1015446,244002
3374,ADDRESS,DEP,Department of Environmental Protection,1015230059,MANHATTAN,,,NEW YORK,2020-03-25T10:30:00.000,08 MANHATTAN,Air Quality,2020-03-24T18:37:00.000,PARK AVE,LEXINGTON AVE,"Air: Smoke, Chimney or vent (AS1)",,N/A,140 EAST   95 STREET,10128,,,,40.785337039742025,"{'type': 'Point', 'coordinates': [-73.95179937725817, 40.785337039742025]}",,,,,,-73.95179937725817,ONLINE,MANHATTAN,Unspecified,2020-03-25T10:30:00.000,The Department of Environmental Protection observed a violation of the New York City Air/Noise Code at the time of inspection and issued a notice of violation.,,Closed,EAST   95 STREET,,45889478,,997598,225400
3375,INTERSECTION,DOT,Department of Transportation,,Unspecified,,,,2020-03-24T19:20:00.000,0 Unspecified,Traffic Signal Condition,2020-03-24T18:37:00.000,,,Controller,,N/A,,,PLATINUM AVE,MARSH AVE,,,,,,,,,,UNKNOWN,Unspecified,Unspecified,2020-03-24T19:20:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,45886251,,,
3376,ADDRESS,DEP,Department of Environmental Protection,1019880096,MANHATTAN,,,NEW YORK,2020-03-24T18:37:00.000,09 MANHATTAN,Sewer,2020-03-24T18:37:00.000,AMSTERDAM AVE,BROADWAY,Sewer Backup (Use Comments) (SA),,,511 WEST  135 STREET,10031,,,,40.81919914577234,"{'type': 'Point', 'coordinates': [-73.95280814373902, 40.81919914577234]}",,,,,,-73.95280814373902,ONLINE,MANHATTAN,Unspecified,2020-03-24T18:37:00.000,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,Closed,WEST  135 STREET,,45887558,,997312,237737
3377,,NYPD,New York City Police Department,4023190010,QUEENS,,,WOODSIDE,2020-03-25T03:33:53.000,02 QUEENS,Noise - Street/Sidewalk,2020-03-24T18:37:13.000,47 AVENUE,48 AVENUE,Loud Music/Party,,,47-47 58 LANE,11377,47 AVENUE,48 AVENUE,58 LANE,40.73941502357717,"{'type': 'Point', 'coordinates': [-73.907367593706, 40.73941502357717]}",,,,Street/Sidewalk,,-73.907367593706,ONLINE,QUEENS,Unspecified,2020-03-25T07:33:54.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,58 LANE,,45889294,,1009920,208679
3378,,NYPD,New York City Police Department,1016330028,MANHATTAN,,,NEW YORK,2020-03-24T19:53:50.000,11 MANHATTAN,Noise - Residential,2020-03-24T18:37:45.000,LEXINGTON AVENUE,3 AVENUE,Loud Music/Party,,,163 EAST  105 STREET,10029,LEXINGTON AVENUE,3 AVENUE,EAST  105 STREET,40.7913070647735,"{'type': 'Point', 'coordinates': [-73.94612515889833, 40.7913070647735]}",,,,Residential Building/House,,-73.94612515889833,ONLINE,MANHATTAN,Unspecified,2020-03-24T23:53:53.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  105 STREET,,45887112,,999168,227576
3379,ADDRESS,DOB,Department of Buildings,3038410035,BROOKLYN,,,BROOKLYN,2020-03-24T18:37:49.000,05 BROOKLYN,Building/Use,2020-03-24T18:37:49.000,,,Illegal Conversion Of Residential Building/Space,,,431 NEW LOTS AVENUE,11207,,,,40.662457292431384,"{'type': 'Point', 'coordinates': [-73.8917159191377, 40.662457292431384]}",,,,,,-73.8917159191377,UNKNOWN,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,NEW LOTS AVENUE,,45890183,,1014292,180646
3380,ADDRESS,DOB,Department of Buildings,3004090047,BROOKLYN,,,BROOKLYN,2020-03-24T18:37:49.000,06 BROOKLYN,General Construction/Plumbing,2020-03-24T18:37:49.000,,,Building Permit - None,,,103 DOUGLASS STREET,11231,,,,40.68301414252779,"{'type': 'Point', 'coordinates': [-73.99122773726988, 40.68301414252779]}",,,,,,-73.99122773726988,UNKNOWN,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,DOUGLASS STREET,,45889773,,986683,188117
3381,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,,Unspecified BROOKLYN,Street Light Condition,2020-03-24T18:38:00.000,,,Street Light Out,,,,,QUENTIN RD,2 ST W,,,,,,,,,,UNKNOWN,BROOKLYN,Unspecified,,,,Open,,,45888084,,,
3382,ADDRESS,HPD,Department of Housing Preservation and Development,2037310022,BRONX,,,BRONX,,09 BRONX,HEAT/HOT WATER,2020-03-24T18:38:12.000,,,APARTMENT ONLY,,,1032 LELAND AVENUE,10472,,,,40.82695460824542,"{'type': 'Point', 'coordinates': [-73.86237170641691, 40.82695460824542]}",,,,RESIDENTIAL BUILDING,,-73.86237170641691,PHONE,BRONX,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,LELAND AVENUE,,45887534,,1022339,240589
3383,ADDRESS,HPD,Department of Housing Preservation and Development,2055190091,BRONX,,,BRONX,2020-03-25T21:36:34.000,10 BRONX,HEAT/HOT WATER,2020-03-24T18:38:42.000,,,ENTIRE BUILDING,,,280 LONGSTREET AVENUE,10465,,,,40.821262742657375,"{'type': 'Point', 'coordinates': [-73.80728115282844, 40.821262742657375]}",,,,RESIDENTIAL BUILDING,,-73.80728115282844,PHONE,BRONX,Unspecified,2020-03-25T21:36:34.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,LONGSTREET AVENUE,,45889702,,1037590,238544
3384,,NYPD,New York City Police Department,1004030001,MANHATTAN,,,NEW YORK,2020-03-24T18:42:41.000,03 MANHATTAN,Noise - Park,2020-03-24T18:38:59.000,ST MARKS PLACE,EAST    9 STREET,Loud Music/Party,,,144 AVENUE A,10009,ST MARKS PLACE,EAST    9 STREET,AVENUE A,40.72716820472698,"{'type': 'Point', 'coordinates': [-73.98271083621445, 40.72716820472698]}",,,,Park/Playground,,-73.98271083621445,ONLINE,MANHATTAN,Tompkins Square Park,2020-03-24T22:42:44.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,AVENUE A,,45888522,,989042,204204
3385,,DCA,Department of Consumer Affairs,4005920126,QUEENS,,,ASTORIA,2020-03-25T11:07:51.000,01 QUEENS,Consumer Complaint,2020-03-24T18:39:37.000,29 STREET,30 STREET,Retail Store,,,29-26 30 AVENUE,11102,29 STREET,30 STREET,30 AVENUE,40.76749411481833,"{'type': 'Point', 'coordinates': [-73.92268955102185, 40.76749411481833]}",,,,Commercial Building,,-73.92268955102185,ONLINE,QUEENS,Unspecified,2020-03-25T15:07:55.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,30 AVENUE,,45890082,,1005665,218905
3386,,NYPD,New York City Police Department,1017790007,MANHATTAN,,,NEW YORK,2020-03-24T23:01:09.000,11 MANHATTAN,Noise - Residential,2020-03-24T18:40:43.000,PARK AVENUE,LEXINGTON AVENUE,Loud Music/Party,,,123 EAST  130 STREET,10037,PARK AVENUE,LEXINGTON AVENUE,EAST  130 STREET,40.807981670757044,"{'type': 'Point', 'coordinates': [-73.93613086675472, 40.807981670757044]}",,,,Residential Building/House,,-73.93613086675472,ONLINE,MANHATTAN,Unspecified,2020-03-25T03:01:10.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,EAST  130 STREET,,45888587,,1001931,233653
3387,ADDRESS,HPD,Department of Housing Preservation and Development,3038410035,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,ELECTRIC,2020-03-24T18:41:14.000,,,POWER OUTAGE,,,431 NEW LOTS AVENUE,11207,,,,40.662457292431384,"{'type': 'Point', 'coordinates': [-73.8917159191377, 40.662457292431384]}",,,,RESIDENTIAL BUILDING,,-73.8917159191377,PHONE,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,NEW LOTS AVENUE,,45890159,,1014292,180646
3388,ADDRESS,HPD,Department of Housing Preservation and Development,3038410035,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,GENERAL,2020-03-24T18:41:14.000,,,COOKING GAS,,,431 NEW LOTS AVENUE,11207,,,,40.662457292431384,"{'type': 'Point', 'coordinates': [-73.8917159191377, 40.662457292431384]}",,,,RESIDENTIAL BUILDING,,-73.8917159191377,PHONE,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,NEW LOTS AVENUE,,45889530,,1014292,180646
3389,ADDRESS,HPD,Department of Housing Preservation and Development,3038410035,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,GENERAL,2020-03-24T18:41:14.000,,,BELL/BUZZER/INTERCOM,,,431 NEW LOTS AVENUE,11207,,,,40.662457292431384,"{'type': 'Point', 'coordinates': [-73.8917159191377, 40.662457292431384]}",,,,RESIDENTIAL BUILDING,,-73.8917159191377,PHONE,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,NEW LOTS AVENUE,,45885364,,1014292,180646
3390,ADDRESS,HPD,Department of Housing Preservation and Development,3038410035,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,DOOR/WINDOW,2020-03-24T18:41:14.000,,,DOOR,,,431 NEW LOTS AVENUE,11207,,,,40.662457292431384,"{'type': 'Point', 'coordinates': [-73.8917159191377, 40.662457292431384]}",,,,RESIDENTIAL BUILDING,,-73.8917159191377,PHONE,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,NEW LOTS AVENUE,,45886587,,1014292,180646
3391,ADDRESS,HPD,Department of Housing Preservation and Development,3038410035,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,UNSANITARY CONDITION,2020-03-24T18:41:19.000,,,GARBAGE/RECYCLING STORAGE,,,431 NEW LOTS AVENUE,11207,,,,40.662457292431384,"{'type': 'Point', 'coordinates': [-73.8917159191377, 40.662457292431384]}",,,,RESIDENTIAL BUILDING,,-73.8917159191377,PHONE,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,NEW LOTS AVENUE,,45885617,,1014292,180646
3392,,NYPD,New York City Police Department,1003980066,MANHATTAN,,,NEW YORK,2020-03-24T18:42:54.000,03 MANHATTAN,Noise - Commercial,2020-03-24T18:41:53.000,AVENUE A,AVENUE B,Loud Talking,,,150 EAST    2 STREET,10009,AVENUE A,AVENUE B,EAST    2 STREET,40.72284557744559,"{'type': 'Point', 'coordinates': [-73.98534557009923, 40.72284557744559]}",,,,Store/Commercial,,-73.98534557009923,MOBILE,MANHATTAN,Unspecified,2020-03-24T22:42:55.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST    2 STREET,,45887012,,988312,202629
3393,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,,Unspecified BROOKLYN,Street Light Condition,2020-03-24T18:42:00.000,,,Street Light Out,,,,,BELT PKWY,VERRAZANO BRIDGE APP,,,,,,,,,,UNKNOWN,BROOKLYN,Unspecified,,,,Open,,,45890012,,,
3394,,NYPD,New York City Police Department,5060220348,STATEN ISLAND,,,STATEN ISLAND,2020-03-24T18:58:50.000,03 STATEN ISLAND,Illegal Parking,2020-03-24T18:42:06.000,MIMOSA LANE,DOGWOOD DRIVE,Blocked Hydrant,,,4 YUCCA DRIVE,10312,MIMOSA LANE,DOGWOOD DRIVE,YUCCA DRIVE,40.55164373254773,"{'type': 'Point', 'coordinates': [-74.19900854185619, 40.55164373254773]}",,,,Street/Sidewalk,,-74.19900854185619,MOBILE,STATEN ISLAND,Unspecified,2020-03-24T22:58:56.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,YUCCA DRIVE,,45890831,,928946,140318
3395,,NYPD,New York City Police Department,3017570051,BROOKLYN,,,BROOKLYN,2020-03-24T23:12:45.000,03 BROOKLYN,Noise - Residential,2020-03-24T18:42:13.000,THROOP AVENUE,MARCUS GARVEY BOULEVARD,Loud Music/Party,,,249 VERNON AVENUE,11206,THROOP AVENUE,MARCUS GARVEY BOULEVARD,VERNON AVENUE,40.69549116382424,"{'type': 'Point', 'coordinates': [-73.94170924767317, 40.69549116382424]}",,,,Residential Building/House,,-73.94170924767317,PHONE,BROOKLYN,Unspecified,2020-03-25T03:12:47.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,VERNON AVENUE,,45889203,,1000414,192668
3396,,NYPD,New York City Police Department,3013720072,BROOKLYN,,,BROOKLYN,2020-03-24T22:42:33.000,08 BROOKLYN,Noise - Residential,2020-03-24T18:42:31.000,SCHENECTADY AVENUE,UTICA AVENUE,Banging/Pounding,,,1381 STERLING PLACE,11213,SCHENECTADY AVENUE,UTICA AVENUE,STERLING PLACE,40.67158201961828,"{'type': 'Point', 'coordinates': [-73.93269622337876, 40.67158201961828]}",,,,Residential Building/House,,-73.93269622337876,PHONE,BROOKLYN,Unspecified,2020-03-25T02:42:33.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,STERLING PLACE,,45890559,,1002920,183959
3397,,NYPD,New York City Police Department,2029830030,BRONX,,,BRONX,2020-03-24T23:02:38.000,03 BRONX,Noise - Residential,2020-03-24T18:43:30.000,EAST  173 STREET,EAST  174 STREET,Loud Music/Party,,,1705 HOE AVENUE,10460,EAST  173 STREET,EAST  174 STREET,HOE AVENUE,40.83634934042209,"{'type': 'Point', 'coordinates': [-73.88726251817741, 40.83634934042209]}",,,,Residential Building/House,,-73.88726251817741,ONLINE,BRONX,Unspecified,2020-03-25T03:02:41.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,HOE AVENUE,,45885680,,1015446,244002
3398,ADDRESS,DOB,Department of Buildings,4139130234,QUEENS,,,Rosedale,2020-03-24T18:43:52.000,13 QUEENS,General Construction/Plumbing,2020-03-24T18:43:52.000,,,Building Permit - None,,,155-71 BAYVIEW AVENUE,11422,,,,40.63732351809568,"{'type': 'Point', 'coordinates': [-73.74564129241898, 40.63732351809568]}",,,,,,-73.74564129241898,UNKNOWN,QUEENS,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,BAYVIEW AVENUE,,45889093,,1054845,171573
3399,,NYPD,New York City Police Department,3012230053,BROOKLYN,,,BROOKLYN,2020-03-24T22:41:00.000,08 BROOKLYN,Noise - Vehicle,2020-03-24T18:44:21.000,KINGSTON AVENUE,ALBANY AVENUE,Car/Truck Music,,,959 ST MARKS AVENUE,11213,KINGSTON AVENUE,ALBANY AVENUE,ST MARKS AVENUE,40.67464074946071,"{'type': 'Point', 'coordinates': [-73.93952837148309, 40.67464074946071]}",,,,Street/Sidewalk,,-73.93952837148309,ONLINE,BROOKLYN,Unspecified,2020-03-25T02:41:03.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ST MARKS AVENUE,,45888514,,1001024,185072
3400,,NYPD,New York City Police Department,4011410020,QUEENS,,,EAST ELMHURST,2020-03-24T21:14:53.000,03 QUEENS,Noise - Vehicle,2020-03-24T18:44:27.000,31 AVENUE,32 AVENUE,Car/Truck Music,,,31-30 71 STREET,11370,31 AVENUE,32 AVENUE,71 STREET,40.75759218790717,"{'type': 'Point', 'coordinates': [-73.89617068830981, 40.75759218790717]}",,,,Street/Sidewalk,,-73.89617068830981,ONLINE,QUEENS,Unspecified,2020-03-25T01:14:57.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,71 STREET,,45885734,,1013015,215305
3401,,NYPD,New York City Police Department,3016140054,BROOKLYN,,,BROOKLYN,2020-03-24T21:39:30.000,03 BROOKLYN,Noise - Residential,2020-03-24T18:45:00.000,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,Loud Music/Party,,,767 GREENE AVENUE,11221,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,GREENE AVENUE,40.689963805522716,"{'type': 'Point', 'coordinates': [-73.93763218961794, 40.689963805522716]}",,,,Residential Building/House,,-73.93763218961794,ONLINE,BROOKLYN,Unspecified,2020-03-25T01:39:35.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,GREENE AVENUE,,45887833,,1001546,190655
3402,,NYPD,New York City Police Department,1018460054,MANHATTAN,,,NEW YORK,2020-03-24T20:29:04.000,10 MANHATTAN,Noise - Residential,2020-03-24T18:45:04.000,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,Loud Music/Party,,,310 WEST  112 STREET,10026,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,WEST  112 STREET,40.801986093612804,"{'type': 'Point', 'coordinates': [-73.9575628742754, 40.801986093612804]}",,,,Residential Building/House,,-73.9575628742754,MOBILE,MANHATTAN,Unspecified,2020-03-25T00:29:10.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST  112 STREET,,45889195,,995999,231465
3403,,NYPD,New York City Police Department,2031490084,BRONX,,,BRONX,2020-03-25T05:25:48.000,05 BRONX,Noise - Residential,2020-03-24T18:45:14.000,EAST  180 STREET,EAST  181 STREET,Banging/Pounding,,,2108 RYER AVENUE,10457,EAST  180 STREET,EAST  181 STREET,RYER AVENUE,40.853433733293734,"{'type': 'Point', 'coordinates': [-73.90064798704458, 40.853433733293734]}",,,,Residential Building/House,,-73.90064798704458,PHONE,BRONX,Unspecified,2020-03-25T09:25:54.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,RYER AVENUE,,45890076,,1011735,250222
3404,,NYPD,New York City Police Department,3018720002,BROOKLYN,,,BROOKLYN,2020-03-24T22:36:47.000,02 BROOKLYN,Illegal Parking,2020-03-24T18:46:18.000,FLUSHING AVENUE,PARK AVENUE,Blocked Hydrant,,,47 VANDERBILT AVENUE,11205,FLUSHING AVENUE,PARK AVENUE,VANDERBILT AVENUE,40.69659182048566,"{'type': 'Point', 'coordinates': [-73.97051154885034, 40.69659182048566]}",,,,Street/Sidewalk,,-73.97051154885034,ONLINE,BROOKLYN,Unspecified,2020-03-25T02:36:50.000,The Police Department issued a summons in response to the complaint.,,Closed,VANDERBILT AVENUE,,45888114,,992427,193065
3405,ADDRESS,DOB,Department of Buildings,1010580010,MANHATTAN,,,NEW YORK,2020-03-24T18:46:51.000,04 MANHATTAN,Special Projects Inspection Team (SPIT),2020-03-24T18:46:51.000,,,Illegal Hotel Rooms In Residential Building,,N/A,441 WEST   48 STREET,10036,,,,40.76276307143762,"{'type': 'Point', 'coordinates': [-73.99109449892028, 40.76276307143762]}",,,,,,-73.99109449892028,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,WEST   48 STREET,,45887306,,986717,217172
3406,ADDRESS,DOB,Department of Buildings,3008970008,BROOKLYN,,,BROOKLYN,2020-03-24T18:46:52.000,07 BROOKLYN,Building/Use,2020-03-24T18:46:52.000,,,Illegal Conversion Of Residential Building/Space,,,693 5 AVENUE,11215,,,,40.661212541935434,"{'type': 'Point', 'coordinates': [-73.99355180891158, 40.661212541935434]}",,,,,,-73.99355180891158,UNKNOWN,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,5 AVENUE,,45889469,,986039,180174
3407,ADDRESS,DOB,Department of Buildings,1018230010,MANHATTAN,,,NEW YORK,2020-03-25T00:00:00.000,10 MANHATTAN,General Construction/Plumbing,2020-03-24T18:47:02.000,,,Building Shaking/Vibrating/Structural Stability,,N/A,133 WEST  113 STREET,10026,,,,40.80082047896755,"{'type': 'Point', 'coordinates': [-73.95280311372406, 40.80082047896755]}",,,,,,-73.95280311372406,UNKNOWN,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,WEST  113 STREET,,45887633,,997317,231041
3408,ADDRESS,HPD,Department of Housing Preservation and Development,3050720025,BROOKLYN,,,BROOKLYN,2020-03-25T21:14:47.000,14 BROOKLYN,HEAT/HOT WATER,2020-03-24T18:47:49.000,,,APARTMENT ONLY,,,50 WESTMINSTER ROAD,11218,,,,40.64809386593017,"{'type': 'Point', 'coordinates': [-73.96858341093136, 40.64809386593017]}",,,,RESIDENTIAL BUILDING,,-73.96858341093136,ONLINE,BROOKLYN,Unspecified,2020-03-25T21:14:47.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,WESTMINSTER ROAD,,45886790,,992968,175396
3409,ADDRESS,HPD,Department of Housing Preservation and Development,2035150060,BRONX,,,BRONX,,09 BRONX,HEAT/HOT WATER,2020-03-24T18:47:57.000,,,ENTIRE BUILDING,,,401 BRONX RIVER AVENUE,10473,,,,40.81476626134988,"{'type': 'Point', 'coordinates': [-73.86788456578616, 40.81476626134988]}",,,,RESIDENTIAL BUILDING,,-73.86788456578616,PHONE,BRONX,Unspecified,2020-03-24T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,BRONX RIVER AVENUE,,45886867,,1020820,236146
3410,,NYPD,New York City Police Department,5031700008,STATEN ISLAND,,,STATEN ISLAND,2020-03-24T21:14:51.000,02 STATEN ISLAND,Non-Emergency Police Matter,2020-03-24T18:48:00.000,BALTIC AVENUE,HAY STREET,Other (complaint details),,,535 ODER AVENUE,10304,BALTIC AVENUE,HAY STREET,ODER AVENUE,40.60460703964385,"{'type': 'Point', 'coordinates': [-74.09046464804747, 40.60460703964385]}",,,,Street/Sidewalk,,-74.09046464804747,ONLINE,STATEN ISLAND,Unspecified,2020-03-25T01:14:52.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,ODER AVENUE,,45887063,,959130,159564
3411,ADDRESS,HPD,Department of Housing Preservation and Development,1000920017,MANHATTAN,,,NEW YORK,,01 MANHATTAN,UNSANITARY CONDITION,2020-03-24T18:48:02.000,,,GARBAGE/RECYCLING STORAGE,,,47 ANN STREET,10038,,,,40.71033294201819,"{'type': 'Point', 'coordinates': [-74.00687857011478, 40.71033294201819]}",,,,RESIDENTIAL BUILDING,,-74.00687857011478,ONLINE,MANHATTAN,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ANN STREET,,45886953,,982343,198070
