,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
3324,,NYPD,New York City Police Department,1017567502,MANHATTAN,,,NEW YORK,2020-03-25T22:10:29.000,11 MANHATTAN,Noise - Street/Sidewalk,2020-03-25T19:17:12.000,MADISON AVENUE,HARLEM RIVER DRIVE SB EN PRK AVE,Loud Music/Party,,,48 EAST  132 STREET,10037,MADISON AVENUE,HARLEM RIVER DRIVE SB EN PRK AVE,EAST  132 STREET,40.80995006231623,"{'type': 'Point', 'coordinates': [-73.9369020337331, 40.80995006231623]}",,,,Street/Sidewalk,,-73.9369020337331,MOBILE,MANHATTAN,Unspecified,2020-03-26T02:10:31.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  132 STREET,,,45892271,,1001717,234370
3325,,NYPD,New York City Police Department,2033200013,BRONX,,,BRONX,2020-03-25T22:54:45.000,07 BRONX,Noise - Residential,2020-03-25T19:17:22.000,VILLA AVENUE,GRAND CONCOURSE,Loud Music/Party,,,28 BEDFORD PARK BLVD EAST,10468,VILLA AVENUE,GRAND CONCOURSE,BEDFORD PARK BOULEVARD,40.87264102074044,"{'type': 'Point', 'coordinates': [-73.88849906568745, 40.87264102074044]}",,,,Residential Building/House,,-73.88849906568745,MOBILE,BRONX,Unspecified,2020-03-26T02:54:47.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BEDFORD PARK BLVD EAST,,,45894980,,1015087,257224
3326,,NYPD,New York City Police Department,3031650051,BROOKLYN,,,BROOKLYN,2020-03-25T20:08:39.000,04 BROOKLYN,Noise - Residential,2020-03-25T19:17:23.000,WILSON AVENUE,KNICKERBOCKER AVENUE,Loud Music/Party,,,229 JEFFERSON STREET,11237,WILSON AVENUE,KNICKERBOCKER AVENUE,JEFFERSON STREET,40.702597813073645,"{'type': 'Point', 'coordinates': [-73.9279546991377, 40.702597813073645]}",,,,Residential Building/House,,-73.9279546991377,ONLINE,BROOKLYN,Unspecified,2020-03-26T00:08:44.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,JEFFERSON STREET,,,45894822,,1004226,195260
3327,,NYPD,New York City Police Department,2028040001,BRONX,,,BRONX,2020-03-26T00:01:23.000,05 BRONX,Noise - Residential,2020-03-25T19:17:56.000,MT HOPE PLACE,EAST TREMONT AVENUE,Banging/Pounding,,,1872 MONROE AVENUE,10457,MT HOPE PLACE,EAST TREMONT AVENUE,MONROE AVENUE,40.848533419181855,"{'type': 'Point', 'coordinates': [-73.90598670450618, 40.848533419181855]}",,,,,,-73.90598670450618,PHONE,BRONX,Unspecified,2020-03-26T04:01:25.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,MONROE AVENUE,,,45895577,,1010260,248435
3328,,DOHMH,Department of Health and Mental Hygiene,4006110011,QUEENS,,,ASTORIA,,01 QUEENS,Food Establishment,2020-03-25T19:18:16.000,BROADWAY,34 AVENUE,Bare Hands in Contact w/ Food,,,32-55 31 STREET,11106,BROADWAY,34 AVENUE,31 STREET,40.761542759777846,"{'type': 'Point', 'coordinates': [-73.92571784948397, 40.761542759777846]}",,,,Restaurant/Bar/Deli/Bakery,,-73.92571784948397,PHONE,QUEENS,Unspecified,,,,In Progress,31 STREET,,,45891559,,1004828,216736
3329,,NYPD,New York City Police Department,1022470014,MANHATTAN,,,NEW YORK,2020-03-25T19:34:01.000,12 MANHATTAN,Noise - Street/Sidewalk,2020-03-25T19:18:53.000,DYCKMAN STREET,BEAK STREET,Loud Music/Party,,,65 PAYSON AVENUE,10034,DYCKMAN STREET,BEAK STREET,PAYSON AVENUE,40.867405209755695,"{'type': 'Point', 'coordinates': [-73.9277653007795, 40.867405209755695]}",,,,Street/Sidewalk,,-73.9277653007795,MOBILE,MANHATTAN,Unspecified,2020-03-25T23:34:03.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,PAYSON AVENUE,,,45891789,,1004229,255305
3330,,DCA,Department of Consumer Affairs,4156380001,QUEENS,,,FAR ROCKAWAY,,14 QUEENS,Consumer Complaint,2020-03-25T19:18:53.000,BEACH   17 STREET,BEACH   19 STREET,Retail Store,,,17-27 SEAGIRT BOULEVARD,11691,BEACH   17 STREET,BEACH   19 STREET,SEAGIRT BOULEVARD,40.59511866030879,"{'type': 'Point', 'coordinates': [-73.75157414925356, 40.59511866030879]}",,,,Commercial Building,,-73.75157414925356,ONLINE,QUEENS,Unspecified,,,,In Progress,SEAGIRT BOULEVARD,,,45891459,,1053242,156192
3331,ADDRESS,HPD,Department of Housing Preservation and Development,2034970019,BRONX,,,BRONX,,09 BRONX,HEAT/HOT WATER,2020-03-25T19:19:01.000,,,APARTMENT ONLY,,,434 THIERIOT AVENUE,10473,,,,40.8138761986632,"{'type': 'Point', 'coordinates': [-73.86024562616451, 40.8138761986632]}",,,,RESIDENTIAL BUILDING,,-73.86024562616451,ONLINE,BRONX,Unspecified,2020-03-25T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,THIERIOT AVENUE,,,45894064,,1022935,235825
3332,,NYPD,New York City Police Department,4030850008,QUEENS,,,REGO PARK,2020-03-25T19:31:10.000,06 QUEENS,Noise - Residential,2020-03-25T19:19:07.000,64 ROAD,65 ROAD,Banging/Pounding,,,64-20 SAUNDERS STREET,11374,64 ROAD,65 ROAD,SAUNDERS STREET,40.72841064015213,"{'type': 'Point', 'coordinates': [-73.86043568842845, 40.72841064015213]}",,,,Residential Building/House,,-73.86043568842845,PHONE,QUEENS,Unspecified,2020-03-25T23:31:16.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,SAUNDERS STREET,,,45892737,,1022932,204687
3333,,NYPD,New York City Police Department,4014510032,QUEENS,,,JACKSON HEIGHTS,2020-03-25T22:01:12.000,03 QUEENS,Noise - Residential,2020-03-25T19:19:22.000,90 STREET,91 STREET,Loud Music/Party,,,90-11 35 AVENUE,11372,90 STREET,91 STREET,35 AVENUE,40.75259712992811,"{'type': 'Point', 'coordinates': [-73.87704195156354, 40.75259712992811]}",,,,Residential Building/House,,-73.87704195156354,MOBILE,QUEENS,Unspecified,2020-03-26T02:01:20.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,35 AVENUE,,,45892758,,1018317,213492
3334,ADDRESS,DSNY,Department of Sanitation,4157650014,QUEENS,,,Far Rockaway,,14 QUEENS,Graffiti,2020-03-25T19:20:00.000,,,Graffiti,2020-04-24T19:20:00.000,N/A,554 BEACH   25 STREET,11691,,,,40.59970411047571,"{'type': 'Point', 'coordinates': [-73.76140595585493, 40.59970411047571]}",,,,Comercial,,-73.76140595585493,UNKNOWN,QUEENS,Unspecified,2020-03-25T19:20:00.000,The graffiti on this property has been scheduled to be removed by the City.,,Open,BEACH   25 STREET,,,45892768,,1050507,157855
3335,ADDRESS,DOB,Department of Buildings,3079650026,BROOKLYN,,,BROOKLYN,2020-03-25T19:20:18.000,18 BROOKLYN,General Construction/Plumbing,2020-03-25T19:20:18.000,,,Vent/Exhaust - Illegal/Improper,,,559 EAST   86 STREET,11236,,,,40.642186026391286,"{'type': 'Point', 'coordinates': [-73.91314178284357, 40.642186026391286]}",,,,,,-73.91314178284357,UNKNOWN,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,EAST   86 STREET,,,45894873,,1008355,173254
3336,,DOT,Department of Transportation,2054970026,BRONX,,,BRONX,,10 BRONX,Sidewalk Condition,2020-03-25T19:20:23.000,LAWTON AVENUE,THROGS NECK EXPRESSWAY,Blocked - Construction,,,231 KEARNEY AVENUE,10465,LAWTON AVENUE,THROGS NECK EXPRESSWAY,KEARNEY AVENUE,40.81838589331161,"{'type': 'Point', 'coordinates': [-73.81204041617532, 40.81838589331161]}",,,,Sidewalk,,-73.81204041617532,PHONE,BRONX,Unspecified,,,,In Progress,KEARNEY AVENUE,,,45892249,,1036275,237493
3337,,DCA,Department of Consumer Affairs,2051070001,BRONX,,,BRONX,,12 BRONX,Consumer Complaint,2020-03-25T19:20:27.000,PENFIELD STREET,EAST  242 STREET,Retail Store,,,4781 WHITE PLAINS ROAD,10470,PENFIELD STREET,EAST  242 STREET,WHITE PLAINS ROAD,40.90539577283324,"{'type': 'Point', 'coordinates': [-73.84949339560393, 40.90539577283324]}",,,,Commercial Building,,-73.84949339560393,ONLINE,BRONX,Unspecified,,,,In Progress,WHITE PLAINS ROAD,,,45892954,,1025854,269174
3338,,NYPD,New York City Police Department,4095990030,QUEENS,,,SOUTH RICHMOND HILL,2020-03-25T20:11:42.000,10 QUEENS,Illegal Parking,2020-03-25T19:20:36.000,107 AVENUE,109 AVENUE,Blocked Hydrant,,,107-34 120 STREET,11419,107 AVENUE,109 AVENUE,120 STREET,40.68427142479281,"{'type': 'Point', 'coordinates': [-73.82217882994271, 40.68427142479281]}",,,,Street/Sidewalk,,-73.82217882994271,MOBILE,QUEENS,Unspecified,2020-03-26T00:11:49.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,120 STREET,,,45891234,,1033568,188625
3339,ADDRESS,HPD,Department of Housing Preservation and Development,2039447501,BRONX,,,BRONX,,09 BRONX,HEAT/HOT WATER,2020-03-25T19:21:53.000,,,ENTIRE BUILDING,,,1576 UNIONPORT ROAD,10462,,,,40.839659306931445,"{'type': 'Point', 'coordinates': [-73.86187921380225, 40.839659306931445]}",,,,RESIDENTIAL BUILDING,,-73.86187921380225,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,UNIONPORT ROAD,,,45894135,,1022468,245218
3340,ADDRESS,HPD,Department of Housing Preservation and Development,3053580071,BROOKLYN,,,BROOKLYN,,12 BROOKLYN,HEAT/HOT WATER,2020-03-25T19:21:54.000,,,APARTMENT ONLY,,,305 OCEAN PARKWAY,11218,,,,40.64196058580778,"{'type': 'Point', 'coordinates': [-73.97382912234686, 40.64196058580778]}",,,,RESIDENTIAL BUILDING,,-73.97382912234686,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,OCEAN PARKWAY,,,45894792,,991513,173161
3341,ADDRESS,DOT,Department of Transportation,4023137501,QUEENS,,,Woodside,,02 QUEENS,Street Light Condition,2020-03-25T19:22:00.000,58 ST,59 ST,Street Light Out,,,58-12 QUEENS BOULEVARD,11377,,,,40.74182759186252,"{'type': 'Point', 'coordinates': [-73.90728123888704, 40.74182759186252]}",,,,,,-73.90728123888704,UNKNOWN,QUEENS,Unspecified,,,,Open,QUEENS BOULEVARD,,,45894327,,1009943,209558
3342,ADDRESS,DEP,Department of Environmental Protection,4015320025,QUEENS,,,Elmhurst,2020-03-25T21:04:00.000,04 QUEENS,Water System,2020-03-25T19:22:00.000,46 AVE,47 AVE,Hydrant Running (WC3),,,46-07 79 STREET,11373,,,,40.74049881546176,"{'type': 'Point', 'coordinates': [-73.88556625217835, 40.74049881546176]}",,,,,,-73.88556625217835,ONLINE,QUEENS,Unspecified,2020-03-25T21:04:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,79 STREET,,,45891851,,1015961,209081
3343,,DOHMH,Department of Health and Mental Hygiene,3043590057,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,Rodent,2020-03-25T19:22:11.000,LINDEN BOULEVARD,STANLEY AVENUE,Rat Sighting,,,811 ASHFORD STREET,11207,LINDEN BOULEVARD,STANLEY AVENUE,ASHFORD STREET,40.66233916276516,"{'type': 'Point', 'coordinates': [-73.88052078574272, 40.66233916276516]}",,,,1-2 Family Dwelling,,-73.88052078574272,PHONE,BROOKLYN,Unspecified,,,,In Progress,ASHFORD STREET,,,45892989,,1017398,180607
3344,,NYPD,New York City Police Department,3033280005,BROOKLYN,,,BROOKLYN,2020-03-25T20:09:08.000,04 BROOKLYN,Noise - Residential,2020-03-25T19:24:32.000,IRVING AVENUE,LINDEN STREET,Loud Music/Party,,,1533 MYRTLE AVENUE,11237,IRVING AVENUE,LINDEN STREET,MYRTLE AVENUE,40.699261616051984,"{'type': 'Point', 'coordinates': [-73.91405558021107, 40.699261616051984]}",,,,Residential Building/House,,-73.91405558021107,ONLINE,BROOKLYN,Unspecified,2020-03-26T00:09:15.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,MYRTLE AVENUE,,,45895928,,1008081,194048
3345,ADDRESS,HPD,Department of Housing Preservation and Development,2032730321,BRONX,,,BRONX,,06 BRONX,HEAT/HOT WATER,2020-03-25T19:24:55.000,,,ENTIRE BUILDING,,,558 EAST  191 STREET,10458,,,,40.85960927766253,"{'type': 'Point', 'coordinates': [-73.88578066057848, 40.85960927766253]}",,,,RESIDENTIAL BUILDING,,-73.88578066057848,MOBILE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  191 STREET,,,45892107,,1015845,252477
3346,,DCA,Department of Consumer Affairs,4006220044,QUEENS,,,ASTORIA,,01 QUEENS,Consumer Complaint,2020-03-25T19:24:59.000,34 STREET,35 STREET,Retail Store,,,34-08 BROADWAY,11106,34 STREET,35 STREET,BROADWAY,40.76076410435886,"{'type': 'Point', 'coordinates': [-73.92283814258879, 40.76076410435886]}",,,,,,-73.92283814258879,PHONE,QUEENS,Unspecified,,,,In Progress,BROADWAY,,,45896176,,1005626,216453
3347,ADDRESS,DEP,Department of Environmental Protection,3067670070,BROOKLYN,,,BROOKLYN,,14 BROOKLYN,Noise,2020-03-25T19:25:00.000,AVENUE O,AVENUE P,Noise: Construction Before/After Hours (NM1),,N/A,2045 OCEAN AVENUE,11230,,,,40.61214861324696,"{'type': 'Point', 'coordinates': [-73.95381532325361, 40.61214861324696]}",,,,,,-73.95381532325361,ONLINE,BROOKLYN,Unspecified,,,,Open,OCEAN AVENUE,,,45891777,,997073,162302
3348,ADDRESS,DEP,Department of Environmental Protection,4003280014,QUEENS,,,Astoria,,01 QUEENS,Noise,2020-03-25T19:25:00.000,35 AVE,36 AVE,Noise: Construction Before/After Hours (NM1),,N/A,35-27 VERNON BOULEVARD,11106,,,,40.76314667432812,"{'type': 'Point', 'coordinates': [-73.9417438935944, 40.76314667432812]}",,,,,,-73.9417438935944,ONLINE,QUEENS,Unspecified,,,,Open,VERNON BOULEVARD,,,45896318,,1000388,217317
3349,,NYPD,New York City Police Department,2029910091,BRONX,,,BRONX,2020-03-25T23:09:17.000,03 BRONX,Noise - Residential,2020-03-25T19:25:00.000,EAST  174 STREET,BEND,Loud Music/Party,,,1773 VYSE AVENUE,10460,EAST  174 STREET,BEND,VYSE AVENUE,40.83728097949399,"{'type': 'Point', 'coordinates': [-73.88567443877004, 40.83728097949399]}",,,,Residential Building/House,,-73.88567443877004,ONLINE,BRONX,Unspecified,2020-03-26T03:09:28.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,VYSE AVENUE,,,45896281,,1015885,244342
3350,ADDRESS,HPD,Department of Housing Preservation and Development,3051390032,BROOKLYN,,,BROOKLYN,,17 BROOKLYN,GENERAL,2020-03-25T19:25:21.000,,,COOKING GAS,,,2815 BEVERLY ROAD,11226,,,,40.64503810578165,"{'type': 'Point', 'coordinates': [-73.95063230417935, 40.64503810578165]}",,,,RESIDENTIAL BUILDING,,-73.95063230417935,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,BEVERLY ROAD,,,45893582,,997950,174285
3351,ADDRESS,HPD,Department of Housing Preservation and Development,3051390032,BROOKLYN,,,BROOKLYN,,17 BROOKLYN,HEAT/HOT WATER,2020-03-25T19:25:21.000,,,ENTIRE BUILDING,,,2815 BEVERLY ROAD,11226,,,,40.64503810578165,"{'type': 'Point', 'coordinates': [-73.95063230417935, 40.64503810578165]}",,,,RESIDENTIAL BUILDING,,-73.95063230417935,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BEVERLY ROAD,,,45892683,,997950,174285
3352,ADDRESS,HPD,Department of Housing Preservation and Development,1017670016,MANHATTAN,,,NEW YORK,,11 MANHATTAN,HEAT/HOT WATER,2020-03-25T19:25:47.000,,,APARTMENT ONLY,,,1900 LEXINGTON AVENUE,10035,,,,40.80005453928576,"{'type': 'Point', 'coordinates': [-73.94058468907889, 40.80005453928576]}",,,,RESIDENTIAL BUILDING,,-73.94058468907889,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,LEXINGTON AVENUE,,,45894545,,1000700,230764
3353,ADDRESS,HPD,Department of Housing Preservation and Development,2032730321,BRONX,,,BRONX,,06 BRONX,HEAT/HOT WATER,2020-03-25T19:25:49.000,,,APARTMENT ONLY,,,558 EAST  191 STREET,10458,,,,40.85960927766253,"{'type': 'Point', 'coordinates': [-73.88578066057848, 40.85960927766253]}",,,,RESIDENTIAL BUILDING,,-73.88578066057848,MOBILE,BRONX,Unspecified,2020-03-25T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,EAST  191 STREET,,,45893107,,1015845,252477
3354,,NYPD,New York City Police Department,4062980040,QUEENS,,,BAYSIDE,2020-03-26T01:07:24.000,11 QUEENS,Illegal Parking,2020-03-25T19:25:56.000,42 AVENUE,43 AVENUE,Blocked Hydrant,,,42-24 214 PLACE,11361,42 AVENUE,43 AVENUE,214 PLACE,40.762496288161515,"{'type': 'Point', 'coordinates': [-73.76907130439885, 40.762496288161515]}",,,,Street/Sidewalk,,-73.76907130439885,MOBILE,QUEENS,Unspecified,2020-03-26T05:07:29.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,214 PLACE,,,45892132,,1048222,217159
3355,,NYPD,New York City Police Department,4063620118,QUEENS,,,FLUSHING,2020-03-25T20:33:46.000,07 QUEENS,Noise - Vehicle,2020-03-25T19:26:09.000,134 STREET,136 STREET,Car/Truck Music,,,134-38 57 ROAD,11355,134 STREET,136 STREET,57 ROAD,40.74649733453837,"{'type': 'Point', 'coordinates': [-73.83083307766978, 40.74649733453837]}",,,,Street/Sidewalk,,-73.83083307766978,ONLINE,QUEENS,Unspecified,2020-03-26T00:33:48.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,57 ROAD,,,45895419,,1031124,211291
3356,,NYPD,New York City Police Department,3032570046,BROOKLYN,,,BROOKLYN,2020-03-25T21:15:14.000,04 BROOKLYN,Noise - Residential,2020-03-25T19:26:10.000,WILSON AVENUE,KNICKERBOCKER AVENUE,Banging/Pounding,,,175 STANHOPE STREET,11237,WILSON AVENUE,KNICKERBOCKER AVENUE,STANHOPE STREET,40.69939061019762,"{'type': 'Point', 'coordinates': [-73.92173708986543, 40.69939061019762]}",,,,Residential Building/House,,-73.92173708986543,MOBILE,BROOKLYN,Unspecified,2020-03-26T01:15:15.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,STANHOPE STREET,,,45894298,,1005951,194093
3357,,NYPD,New York City Police Department,4116200049,QUEENS,,,SOUTH OZONE PARK,2020-03-25T22:43:39.000,10 QUEENS,Drug Activity,2020-03-25T19:26:31.000,111 AVENUE,LINDEN BOULEVARD,Use Indoor,,,111-35 115 STREET,11420,111 AVENUE,LINDEN BOULEVARD,115 STREET,40.679268589424495,"{'type': 'Point', 'coordinates': [-73.82455006090906, 40.679268589424495]}",,,,Other,,-73.82455006090906,ONLINE,QUEENS,Unspecified,2020-03-26T02:43:41.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,115 STREET,,,45896212,,1032914,186801
3358,,NYPD,New York City Police Department,3019710027,BROOKLYN,,,BROOKLYN,2020-03-25T22:36:00.000,03 BROOKLYN,Noise - Commercial,2020-03-25T19:27:15.000,LEXINGTON AVENUE,QUINCY STREET,Banging/Pounding,,,1102 BEDFORD AVENUE,11216,LEXINGTON AVENUE,QUINCY STREET,BEDFORD AVENUE,40.687007416508834,"{'type': 'Point', 'coordinates': [-73.95464688323898, 40.687007416508834]}",,,,Club/Bar/Restaurant,,-73.95464688323898,ONLINE,BROOKLYN,Unspecified,2020-03-26T02:36:01.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BEDFORD AVENUE,,,45894349,,996828,189575
3359,,DOT,Department of Transportation,2053090061,BRONX,,,BRONX,,10 BRONX,Broken Parking Meter,2020-03-25T19:27:21.000,HASKIN STREET,MEYERS STREET,Coin or Card Did Not Register,,,3383 EAST TREMONT AVENUE,10461,HASKIN STREET,MEYERS STREET,EAST TREMONT AVENUE,40.83389766084088,"{'type': 'Point', 'coordinates': [-73.82876785746949, 40.83389766084088]}",,,,Street,,-73.82876785746949,MOBILE,BRONX,Unspecified,,,,In Progress,EAST TREMONT AVENUE,,,45895047,,1031634,243135
3360,,DCA,Department of Consumer Affairs,4006570044,QUEENS,,,ASTORIA,,01 QUEENS,Consumer Complaint,2020-03-25T19:27:22.000,37 STREET,38 STREET,Retail Store,,,37-20 31 AVENUE,11103,37 STREET,38 STREET,31 AVENUE,40.761955051154175,"{'type': 'Point', 'coordinates': [-73.91845806560711, 40.761955051154175]}",,,,,,-73.91845806560711,PHONE,QUEENS,Unspecified,,,,In Progress,31 AVENUE,,,45893467,,1006839,216888
3361,,DCA,Department of Consumer Affairs,3057590010,BROOKLYN,,,BROOKLYN,,10 BROOKLYN,Consumer Complaint,2020-03-25T19:27:50.000,66 STREET,67 STREET,Laundry,,,6601 11 AVENUE,11219,66 STREET,67 STREET,11 AVENUE,40.62795123249864,"{'type': 'Point', 'coordinates': [-74.00663231055674, 40.62795123249864]}",,,,Commercial Building,,-74.00663231055674,ONLINE,BROOKLYN,Unspecified,,,,In Progress,11 AVENUE,,,45892955,,982409,168056
3362,ADDRESS,HPD,Department of Housing Preservation and Development,1018210046,MANHATTAN,,,NEW YORK,,10 MANHATTAN,HEAT/HOT WATER,2020-03-25T19:28:42.000,,,APARTMENT ONLY,,,17 ST NICHOLAS AVENUE,10026,,,,40.79930798322807,"{'type': 'Point', 'coordinates': [-73.95243577915605, 40.79930798322807]}",,,,RESIDENTIAL BUILDING,,-73.95243577915605,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ST NICHOLAS AVENUE,,,45894811,,997419,230490
3363,,NYPD,New York City Police Department,4089070032,QUEENS,,,WOODHAVEN,,09 QUEENS,Illegal Parking,2020-03-25T19:29:29.000,89 AVENUE,90 AVENUE,Blocked Hydrant,,,89-12 78 STREET,11421,89 AVENUE,90 AVENUE,78 STREET,40.68830998180353,"{'type': 'Point', 'coordinates': [-73.86304009299792, 40.68830998180353]}",,,,Street/Sidewalk,,-73.86304009299792,MOBILE,QUEENS,Unspecified,2020-03-26T01:20:35.000,Your complaint has been received by the Police Department and additional information will be availab,,In Progress,78 STREET,,,45892801,,1022233,190076
3364,,NYPD,New York City Police Department,4031570154,QUEENS,,,REGO PARK,2020-03-25T19:37:50.000,06 QUEENS,Illegal Parking,2020-03-25T19:31:11.000,66 AVENUE,67 AVENUE,Blocked Hydrant,,,66-37 WETHEROLE STREET,11374,66 AVENUE,67 AVENUE,WETHEROLE STREET,40.72526255548812,"{'type': 'Point', 'coordinates': [-73.85610206915734, 40.72526255548812]}",,,,Street/Sidewalk,,-73.85610206915734,ONLINE,QUEENS,Unspecified,2020-03-25T23:37:55.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WETHEROLE STREET,,,45895691,,1024135,203542
3365,ADDRESS,HPD,Department of Housing Preservation and Development,3013380071,BROOKLYN,,,BROOKLYN,,08 BROOKLYN,UNSANITARY CONDITION,2020-03-25T19:31:32.000,,,PESTS,,,1869 PACIFIC STREET,11233,,,,40.67642035120832,"{'type': 'Point', 'coordinates': [-73.92703121107725, 40.67642035120832]}",,,,RESIDENTIAL BUILDING,,-73.92703121107725,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,PACIFIC STREET,,,45895912,,1004490,185723
3366,ADDRESS,HPD,Department of Housing Preservation and Development,2024500052,BRONX,,,BRONX,2020-03-25T22:03:59.000,04 BRONX,HEAT/HOT WATER,2020-03-25T19:31:32.000,,,ENTIRE BUILDING,,,1225 MORRIS AVENUE,10456,,,,40.83378122297487,"{'type': 'Point', 'coordinates': [-73.91380592660167, 40.83378122297487]}",,,,RESIDENTIAL BUILDING,,-73.91380592660167,PHONE,BRONX,Unspecified,2020-03-25T22:03:59.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,MORRIS AVENUE,,,45891629,,1008102,243058
3367,,DPR,Department of Parks and Recreation,3074220673,BROOKLYN,,,BROOKLYN,,15 BROOKLYN,Maintenance or Facility,2020-03-25T19:31:54.000,AVENUE X,AVENUE Y,Unsecured Facility,,,4459 BEDFORD AVENUE,11235,AVENUE X,AVENUE Y,BEDFORD AVENUE,40.59271718035572,"{'type': 'Point', 'coordinates': [-73.94525559511536, 40.59271718035572]}",,,,Park,,-73.94525559511536,ONLINE,BROOKLYN,Unspecified,,,,In Progress,BEDFORD AVENUE,,,45891700,,999454,155224
3368,,NYPD,New York City Police Department,3050550046,BROOKLYN,,,BROOKLYN,2020-03-25T20:19:34.000,09 BROOKLYN,Noise - Residential,2020-03-25T19:32:08.000,FLATBUSH AVENUE,BEDFORD AVENUE,Loud Music/Party,,,390 PARKSIDE AVENUE,11226,FLATBUSH AVENUE,BEDFORD AVENUE,PARKSIDE AVENUE,40.655753916351856,"{'type': 'Point', 'coordinates': [-73.95798747012316, 40.655753916351856]}",,,,Residential Building/House,,-73.95798747012316,ONLINE,BROOKLYN,Unspecified,2020-03-26T00:19:36.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PARKSIDE AVENUE,,,45894300,,995907,178188
3369,,NYPD,New York City Police Department,3074150064,BROOKLYN,,,BROOKLYN,,15 BROOKLYN,Blocked Driveway,2020-03-25T19:32:13.000,AVENUE X,AVENUE Y,No Access,,,2437 EAST   13 STREET,11235,AVENUE X,AVENUE Y,EAST   13 STREET,40.591146596125284,"{'type': 'Point', 'coordinates': [-73.95682912651802, 40.591146596125284]}",,,,Street/Sidewalk,,-73.95682912651802,ONLINE,BROOKLYN,Unspecified,,,,In Progress,EAST   13 STREET,,,45896295,,996240,154650
