,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
4655,,DOT,Department of Transportation,3017550172,BROOKLYN,,,BROOKLYN,,03 BROOKLYN,Sidewalk Condition,2020-03-18T20:12:15.000,MARCY AVENUE,TOMPKINS AVENUE,Sidewalk Violation,,,89 VERNON AVENUE,11206,MARCY AVENUE,TOMPKINS AVENUE,VERNON AVENUE,40.694744943643784,"{'type': 'Point', 'coordinates': [-73.94819379098568, 40.694744943643784]}",,,,Sidewalk,,-73.94819379098568,PHONE,BROOKLYN,Unspecified,,,,In Progress,VERNON AVENUE,,,45853124,998616,192395
4656,,DCA,Department of Consumer Affairs,4120280009,QUEENS,,,JAMAICA,2020-03-20T16:06:42.000,12 QUEENS,Consumer Complaint,2020-03-18T20:12:17.000,119 ROAD,120 AVENUE,Retail Store,,,119-14 SUTPHIN BOULEVARD,11434,119 ROAD,120 AVENUE,SUTPHIN BOULEVARD,40.678549082778574,"{'type': 'Point', 'coordinates': [-73.79143005665037, 40.678549082778574]}",,,,,,-73.79143005665037,PHONE,QUEENS,Unspecified,2020-03-20T20:06:47.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,SUTPHIN BOULEVARD,,,45850798,1042101,186559
4657,ADDRESS,HPD,Department of Housing Preservation and Development,2046560027,BRONX,,,BRONX,2020-03-21T17:28:58.000,12 BRONX,HEAT/HOT WATER,2020-03-18T20:12:37.000,,,APARTMENT ONLY,,,670 EAST  222 STREET,10467,,,,40.88605133608454,"{'type': 'Point', 'coordinates': [-73.86279184558262, 40.88605133608454]}",,,,RESIDENTIAL BUILDING,,-73.86279184558262,PHONE,BRONX,Unspecified,2020-03-21T17:28:58.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  222 STREET,,,45856435,1022189,262120
4658,ADDRESS,DOB,Department of Buildings,2033160042,BRONX,,,BRONX,2020-03-18T20:12:41.000,07 BRONX,Elevator,2020-03-18T20:12:41.000,,,Elevator - Multiple Devices On Property,,,2707 CRESTON AVENUE,10468,,,,40.86797789960916,"{'type': 'Point', 'coordinates': [-73.89446171978854, 40.86797789960916]}",,,,,,-73.89446171978854,UNKNOWN,BRONX,Unspecified,2020-03-18T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,CRESTON AVENUE,,,45860214,1013440,255523
4659,,NYPD,New York City Police Department,1021230100,MANHATTAN,,,NEW YORK,2020-03-18T22:32:08.000,12 MANHATTAN,Noise - Residential,2020-03-18T20:12:52.000,AMSTERDAM AVENUE,AUDUBON AVENUE,Loud Music/Party,,,501 WEST  167 STREET,10032,AMSTERDAM AVENUE,AUDUBON AVENUE,WEST  167 STREET,40.83939024353817,"{'type': 'Point', 'coordinates': [-73.93754631676288, 40.83939024353817]}",,,,Residential Building/House,,-73.93754631676288,ONLINE,MANHATTAN,Unspecified,2020-03-19T02:32:13.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  167 STREET,,,45854281,1001531,245096
4660,,DCA,Department of Consumer Affairs,4098400001,QUEENS,,,JAMAICA,2020-03-20T10:05:50.000,08 QUEENS,Consumer Complaint,2020-03-18T20:12:57.000,168 STREET,168 PLACE,Bodega/Deli/Supermarket,,,168-07 HILLSIDE AVENUE,11432,168 STREET,168 PLACE,HILLSIDE AVENUE,40.710124976466645,"{'type': 'Point', 'coordinates': [-73.79447656898095, 40.710124976466645]}",,,,,,-73.79447656898095,PHONE,QUEENS,Unspecified,2020-03-20T14:05:52.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,HILLSIDE AVENUE,,,45852703,1041229,198061
4661,,NYPD,New York City Police Department,,BRONX,,,,2020-03-19T08:05:50.000,08 BRONX,Illegal Parking,2020-03-18T20:12:58.000,HUDSON MANOR TERRACE,WEST  237 STREET,Posted Parking Sign Violation,,,HUDSON MANOR TERRACE,10463,HUDSON MANOR TERRACE,WEST  237 STREET,,40.88852287233039,"{'type': 'Point', 'coordinates': [-73.91563732341496, 40.88852287233039]}",,,,Street/Sidewalk,,-73.91563732341496,MOBILE,BRONX,Unspecified,2020-03-19T12:05:58.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,HUDSON MANOR TERRACE,,,45853079,1007576,263002
4662,ADDRESS,HPD,Department of Housing Preservation and Development,1022260029,MANHATTAN,,,NEW YORK,2020-03-19T16:09:24.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-18T20:13:08.000,,,ENTIRE BUILDING,,,210 SHERMAN AVENUE,10034,,,,40.86548214822022,"{'type': 'Point', 'coordinates': [-73.92087638455081, 40.86548214822022]}",,,,RESIDENTIAL BUILDING,,-73.92087638455081,MOBILE,MANHATTAN,Unspecified,2020-03-19T16:09:24.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,SHERMAN AVENUE,,,45853809,1006135,254606
4663,,NYPD,New York City Police Department,2046560014,BRONX,,,BRONX,2020-03-18T20:22:19.000,12 BRONX,Noise - Vehicle,2020-03-18T20:13:31.000,CARPENTER AVENUE,WHITE PLAINS ROAD,Engine Idling,,,646 EAST  222 STREET,10467,CARPENTER AVENUE,WHITE PLAINS ROAD,EAST  222 STREET,40.88624968675671,"{'type': 'Point', 'coordinates': [-73.86340986798757, 40.88624968675671]}",,,,Street/Sidewalk,,-73.86340986798757,MOBILE,BRONX,Unspecified,2020-03-19T00:22:23.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST  222 STREET,,,45854896,1022018,262192
4664,,NYPD,New York City Police Department,2032480014,BRONX,,,BRONX,2020-03-19T08:05:05.000,08 BRONX,Illegal Parking,2020-03-18T20:13:52.000,WEST KINGSBRIDGE ROAD,EAMES PLACE,Blocked Sidewalk,,,2704 UNIVERSITY AVENUE,10468,WEST KINGSBRIDGE ROAD,EAMES PLACE,UNIVERSITY AVENUE,40.868987821846034,"{'type': 'Point', 'coordinates': [-73.90049820129936, 40.868987821846034]}",,,,Street/Sidewalk,,-73.90049820129936,MOBILE,BRONX,Unspecified,2020-03-19T12:05:26.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,UNIVERSITY AVENUE,,,45851674,1011770,255889
4665,,NYPD,New York City Police Department,3064600062,BROOKLYN,,,BROOKLYN,2020-03-18T23:11:45.000,11 BROOKLYN,Illegal Parking,2020-03-18T20:14:58.000,CROPSEY AVENUE,INDEPENDENCE AVENUE,Blocked Hydrant,,,288 BAY   10 STREET,11228,CROPSEY AVENUE,INDEPENDENCE AVENUE,BAY   10 STREET,40.605275750512135,"{'type': 'Point', 'coordinates': [-74.01470065000628, 40.605275750512135]}",,,,Street/Sidewalk,,-74.01470065000628,ONLINE,BROOKLYN,Unspecified,2020-03-19T03:11:51.000,The Police Department issued a summons in response to the complaint.,,Closed,BAY   10 STREET,,,45852211,980168,159795
4666,,NYPD,New York City Police Department,2046560014,BRONX,,,BRONX,2020-03-18T20:21:55.000,12 BRONX,Noise - Vehicle,2020-03-18T20:15:06.000,CARPENTER AVENUE,WHITE PLAINS ROAD,Engine Idling,,,646 EAST  222 STREET,10467,CARPENTER AVENUE,WHITE PLAINS ROAD,EAST  222 STREET,40.88624968675671,"{'type': 'Point', 'coordinates': [-73.86340986798757, 40.88624968675671]}",,,,Street/Sidewalk,,-73.86340986798757,MOBILE,BRONX,Unspecified,2020-03-19T00:21:58.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST  222 STREET,,,45852207,1022018,262192
4667,,NYPD,New York City Police Department,2046560014,BRONX,,,BRONX,2020-03-18T20:21:09.000,12 BRONX,Noise - Vehicle,2020-03-18T20:15:27.000,CARPENTER AVENUE,WHITE PLAINS ROAD,Engine Idling,,,646 EAST  222 STREET,10467,CARPENTER AVENUE,WHITE PLAINS ROAD,EAST  222 STREET,40.88624968675671,"{'type': 'Point', 'coordinates': [-73.86340986798757, 40.88624968675671]}",,,,Street/Sidewalk,,-73.86340986798757,MOBILE,BRONX,Unspecified,2020-03-19T00:21:12.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST  222 STREET,,,45855947,1022018,262192
4668,ADDRESS,HPD,Department of Housing Preservation and Development,2027630220,BRONX,,,BRONX,2020-03-18T21:59:40.000,02 BRONX,HEAT/HOT WATER,2020-03-18T20:15:42.000,,,APARTMENT ONLY,,,1314 LAFAYETTE AVENUE,10474,,,,40.81687750788494,"{'type': 'Point', 'coordinates': [-73.8864392732609, 40.81687750788494]}",,,,RESIDENTIAL BUILDING,,-73.8864392732609,ONLINE,BRONX,Unspecified,2020-03-18T21:59:40.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,LAFAYETTE AVENUE,,,45851147,1015683,236908
4669,ADDRESS,HPD,Department of Housing Preservation and Development,3034890243,BROOKLYN,,,BROOKLYN,2020-03-20T02:05:12.000,16 BROOKLYN,HEAT/HOT WATER,2020-03-18T20:15:44.000,,,APARTMENT ONLY,,,1729 PITKIN AVENUE,11212,,,,40.6699053765992,"{'type': 'Point', 'coordinates': [-73.90931701232769, 40.6699053765992]}",,,,RESIDENTIAL BUILDING,,-73.90931701232769,PHONE,BROOKLYN,Unspecified,2020-03-20T02:05:12.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,PITKIN AVENUE,,,45852959,1009406,183354
4670,,NYPD,New York City Police Department,3063440033,BROOKLYN,,,BROOKLYN,2020-03-18T21:39:51.000,11 BROOKLYN,Noise - Residential,2020-03-18T20:15:45.000,NEW UTRECHT AVENUE,19 AVENUE,Banging/Pounding,,,1864 85 STREET,11214,NEW UTRECHT AVENUE,19 AVENUE,85 STREET,40.607038847514744,"{'type': 'Point', 'coordinates': [-74.00067706888173, 40.607038847514744]}",,,,,,-74.00067706888173,PHONE,BROOKLYN,Unspecified,2020-03-19T01:39:57.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,85 STREET,,,45856714,984062,160437
4671,,NYPD,New York City Police Department,2046560014,BRONX,,,BRONX,2020-03-20T02:41:03.000,12 BRONX,Noise - Street/Sidewalk,2020-03-18T20:15:54.000,CARPENTER AVENUE,WHITE PLAINS ROAD,Loud Talking,,,646 EAST  222 STREET,10467,CARPENTER AVENUE,WHITE PLAINS ROAD,EAST  222 STREET,40.88624968675671,"{'type': 'Point', 'coordinates': [-73.86340986798757, 40.88624968675671]}",,,,Street/Sidewalk,,-73.86340986798757,MOBILE,BRONX,Unspecified,2020-03-20T06:41:06.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  222 STREET,,,45852445,1022018,262192
4672,ADDRESS,HPD,Department of Housing Preservation and Development,1022260029,MANHATTAN,,,NEW YORK,2020-03-19T16:09:24.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-18T20:16:10.000,,,ENTIRE BUILDING,,,210 SHERMAN AVENUE,10034,,,,40.86548214822022,"{'type': 'Point', 'coordinates': [-73.92087638455081, 40.86548214822022]}",,,,RESIDENTIAL BUILDING,,-73.92087638455081,MOBILE,MANHATTAN,Unspecified,2020-03-19T16:09:24.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,SHERMAN AVENUE,,,45851079,1006135,254606
4673,ADDRESS,HPD,Department of Housing Preservation and Development,1022260029,MANHATTAN,,,NEW YORK,2020-03-19T16:09:24.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-18T20:16:13.000,,,ENTIRE BUILDING,,,210 SHERMAN AVENUE,10034,,,,40.86548214822022,"{'type': 'Point', 'coordinates': [-73.92087638455081, 40.86548214822022]}",,,,RESIDENTIAL BUILDING,,-73.92087638455081,MOBILE,MANHATTAN,Unspecified,2020-03-19T16:09:24.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,SHERMAN AVENUE,,,45850422,1006135,254606
4674,,NYPD,New York City Police Department,2046560017,BRONX,,,BRONX,2020-03-18T20:21:24.000,12 BRONX,Noise - Vehicle,2020-03-18T20:16:13.000,CARPENTER AVENUE,WHITE PLAINS ROAD,Engine Idling,,,650 EAST  222 STREET,10467,CARPENTER AVENUE,WHITE PLAINS ROAD,EAST  222 STREET,40.886216630683144,"{'type': 'Point', 'coordinates': [-73.86330867227208, 40.886216630683144]}",,,,Street/Sidewalk,,-73.86330867227208,MOBILE,BRONX,Unspecified,2020-03-19T00:21:27.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST  222 STREET,,,45853537,1022046,262180
4675,ADDRESS,HPD,Department of Housing Preservation and Development,4018410001,QUEENS,,,Elmhurst,2020-03-18T21:13:13.000,04 QUEENS,HEAT/HOT WATER,2020-03-18T20:16:15.000,,,ENTIRE BUILDING,,,89-20 55 AVENUE,11373,,,,40.73655340640805,"{'type': 'Point', 'coordinates': [-73.87390696136343, 40.73655340640805]}",,,,RESIDENTIAL BUILDING,,-73.87390696136343,ONLINE,QUEENS,Unspecified,2020-03-18T21:13:13.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,55 AVENUE,,,45855084,1019194,207648
4676,ADDRESS,HPD,Department of Housing Preservation and Development,1022260029,MANHATTAN,,,NEW YORK,2020-03-19T16:09:24.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-18T20:16:39.000,,,ENTIRE BUILDING,,,210 SHERMAN AVENUE,10034,,,,40.86548214822022,"{'type': 'Point', 'coordinates': [-73.92087638455081, 40.86548214822022]}",,,,RESIDENTIAL BUILDING,,-73.92087638455081,MOBILE,MANHATTAN,Unspecified,2020-03-19T16:09:24.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,SHERMAN AVENUE,,,45850399,1006135,254606
4677,,NYPD,New York City Police Department,3006420062,BROOKLYN,,,BROOKLYN,2020-03-19T06:54:09.000,07 BROOKLYN,Illegal Parking,2020-03-18T20:16:49.000,3 AVENUE,4 AVENUE,Commercial Overnight Parking,,,137 22 STREET,11232,3 AVENUE,4 AVENUE,22 STREET,40.662878776142904,"{'type': 'Point', 'coordinates': [-73.99748770181614, 40.662878776142904]}",,,,Street/Sidewalk,,-73.99748770181614,MOBILE,BROOKLYN,Unspecified,2020-03-19T10:54:16.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,22 STREET,,,45850987,984947,180781
4678,ADDRESS,HPD,Department of Housing Preservation and Development,1022260029,MANHATTAN,,,NEW YORK,2020-03-19T16:09:24.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-18T20:17:04.000,,,ENTIRE BUILDING,,,210 SHERMAN AVENUE,10034,,,,40.86548214822022,"{'type': 'Point', 'coordinates': [-73.92087638455081, 40.86548214822022]}",,,,RESIDENTIAL BUILDING,,-73.92087638455081,MOBILE,MANHATTAN,Unspecified,2020-03-19T16:09:24.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,SHERMAN AVENUE,,,45851707,1006135,254606
4679,,NYPD,New York City Police Department,2046560017,BRONX,,,BRONX,2020-03-18T20:21:39.000,12 BRONX,Noise - Vehicle,2020-03-18T20:17:06.000,CARPENTER AVENUE,WHITE PLAINS ROAD,Engine Idling,,,650 EAST  222 STREET,10467,CARPENTER AVENUE,WHITE PLAINS ROAD,EAST  222 STREET,40.886216630683144,"{'type': 'Point', 'coordinates': [-73.86330867227208, 40.886216630683144]}",,,,Street/Sidewalk,,-73.86330867227208,MOBILE,BRONX,Unspecified,2020-03-19T00:21:43.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST  222 STREET,,,45856376,1022046,262180
4680,,NYPD,New York City Police Department,4008040140,QUEENS,,,ASTORIA,2020-03-18T21:45:54.000,01 QUEENS,Noise - Residential,2020-03-18T20:17:06.000,AMTRAK-CONNECTING RAIL LINE,ASTORIA BOULEVARD NORTH,Loud Television,,,23-38 38 STREET,11105,AMTRAK-CONNECTING RAIL LINE,ASTORIA BOULEVARD NORTH,38 STREET,40.770622261391104,"{'type': 'Point', 'coordinates': [-73.91015464432083, 40.770622261391104]}",,,,Residential Building/House,,-73.91015464432083,ONLINE,QUEENS,Unspecified,2020-03-19T01:45:58.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,38 STREET,,,45854942,1009136,220048
4681,,DCA,Department of Consumer Affairs,4120640027,QUEENS,,,JAMAICA,2020-03-23T07:09:51.000,12 QUEENS,Consumer Complaint,2020-03-18T20:17:24.000,INWOOD STREET,146 STREET,Retail Store,,,145-36 ROCKAWAY BOULEVARD,11436,INWOOD STREET,146 STREET,ROCKAWAY BOULEVARD,40.67354988456774,"{'type': 'Point', 'coordinates': [-73.79242265406802, 40.67354988456774]}",,,,,,-73.79242265406802,PHONE,QUEENS,Unspecified,2020-03-23T11:09:55.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,ROCKAWAY BOULEVARD,,,45854198,1041830,184737
4682,,NYPD,New York City Police Department,4095020132,QUEENS,,,SOUTH RICHMOND HILL,2020-03-18T22:47:36.000,09 QUEENS,Noise - Residential,2020-03-18T20:17:49.000,102 AVENUE,LIBERTY AVENUE,Banging/Pounding,,,102-28 135 STREET,11419,102 AVENUE,LIBERTY AVENUE,135 STREET,40.69251752658986,"{'type': 'Point', 'coordinates': [-73.81230870120976, 40.69251752658986]}",,,,Residential Building/House,,-73.81230870120976,PHONE,QUEENS,Unspecified,2020-03-19T02:47:40.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,135 STREET,,,45850530,1036299,191635
4683,,NYPD,New York City Police Department,3027720009,BROOKLYN,,,BROOKLYN,2020-03-18T22:54:52.000,01 BROOKLYN,Animal-Abuse,2020-03-18T20:17:57.000,HUMBOLDT STREET,BUSHWICK AVENUE,Tortured,,,214 DEVOE STREET,11211,HUMBOLDT STREET,BUSHWICK AVENUE,DEVOE STREET,40.71396374015502,"{'type': 'Point', 'coordinates': [-73.94231713986971, 40.71396374015502]}",,,,Street/Sidewalk,,-73.94231713986971,ONLINE,BROOKLYN,Unspecified,2020-03-19T02:54:56.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,DEVOE STREET,,,45852208,1000241,199398
4684,,NYPD,New York City Police Department,2046560014,BRONX,,,BRONX,2020-03-18T20:20:55.000,12 BRONX,Noise - Vehicle,2020-03-18T20:18:02.000,CARPENTER AVENUE,WHITE PLAINS ROAD,Car/Truck Music,,,646 EAST  222 STREET,10467,CARPENTER AVENUE,WHITE PLAINS ROAD,EAST  222 STREET,40.88624968675671,"{'type': 'Point', 'coordinates': [-73.86340986798757, 40.88624968675671]}",,,,Street/Sidewalk,,-73.86340986798757,MOBILE,BRONX,Unspecified,2020-03-19T00:20:58.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST  222 STREET,,,45852506,1022018,262192
4685,,NYPD,New York City Police Department,3063440033,BROOKLYN,,,BROOKLYN,2020-03-18T21:39:18.000,11 BROOKLYN,Noise - Residential,2020-03-18T20:18:39.000,NEW UTRECHT AVENUE,19 AVENUE,Banging/Pounding,,,1864 85 STREET,11214,NEW UTRECHT AVENUE,19 AVENUE,85 STREET,40.607038847514744,"{'type': 'Point', 'coordinates': [-74.00067706888173, 40.607038847514744]}",,,,,,-74.00067706888173,PHONE,BROOKLYN,Unspecified,2020-03-19T01:39:22.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,85 STREET,,,45852423,984062,160437
4686,,NYPD,New York City Police Department,2050410023,BRONX,,,BRONX,2020-03-20T02:40:10.000,12 BRONX,Blocked Driveway,2020-03-18T20:18:43.000,EAST  237 STREET,NEREID AVENUE,No Access,,,4384 MATILDA AVENUE,10466,EAST  237 STREET,NEREID AVENUE,MATILDA AVENUE,40.8986912254595,"{'type': 'Point', 'coordinates': [-73.85651878410991, 40.8986912254595]}",,,,,,-73.85651878410991,PHONE,BRONX,Unspecified,2020-03-20T06:40:12.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,MATILDA AVENUE,,,45855061,1023916,266728
4687,,NYPD,New York City Police Department,4019870030,QUEENS,,,CORONA,2020-03-19T03:32:09.000,04 QUEENS,Noise - Residential,2020-03-18T20:19:24.000,104 STREET,108 STREET,Loud Music/Party,,,104-76 43 AVENUE,11368,104 STREET,108 STREET,43 AVENUE,40.74795843884028,"{'type': 'Point', 'coordinates': [-73.86014571209888, 40.74795843884028]}",,,,Residential Building/House,,-73.86014571209888,ONLINE,QUEENS,Unspecified,2020-03-19T07:32:11.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,43 AVENUE,,,45853771,1023001,211809
4688,ADDRESS,HPD,Department of Housing Preservation and Development,1020540035,MANHATTAN,,,NEW YORK,2020-03-19T15:18:30.000,09 MANHATTAN,HEAT/HOT WATER,2020-03-18T20:19:25.000,,,ENTIRE BUILDING,,,22 ST NICHOLAS PLACE,10031,,,,40.82791414073471,"{'type': 'Point', 'coordinates': [-73.94191844508924, 40.82791414073471]}",,,,RESIDENTIAL BUILDING,,-73.94191844508924,PHONE,MANHATTAN,Unspecified,2020-03-19T15:18:30.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,ST NICHOLAS PLACE,,,45855067,1000324,240914
4689,ADDRESS,HPD,Department of Housing Preservation and Development,1018320016,MANHATTAN,,,NEW YORK,2020-03-19T17:28:27.000,07 MANHATTAN,HEAT/HOT WATER,2020-03-18T20:19:33.000,,,ENTIRE BUILDING,,,27 WEST   96 STREET,10025,,,,40.79216546570648,"{'type': 'Point', 'coordinates': [-73.96585740073752, 40.79216546570648]}",,,,RESIDENTIAL BUILDING,,-73.96585740073752,ONLINE,MANHATTAN,Unspecified,2020-03-19T17:28:27.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,WEST   96 STREET,,,45851679,993704,227886
4690,,NYPD,New York City Police Department,2042210028,BRONX,,,BRONX,2020-03-19T08:58:29.000,11 BRONX,Blocked Driveway,2020-03-18T20:20:21.000,EASTCHESTER ROAD,STILLWELL AVENUE,Partial Access,,,1562 RHINELANDER AVENUE,10461,EASTCHESTER ROAD,STILLWELL AVENUE,RHINELANDER AVENUE,40.85583839060528,"{'type': 'Point', 'coordinates': [-73.84188048221661, 40.85583839060528]}",,,,Street/Sidewalk,,-73.84188048221661,MOBILE,BRONX,Unspecified,2020-03-19T12:58:32.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,RHINELANDER AVENUE,,,45851591,1027991,251122
4691,,DCA,Department of Consumer Affairs,4098390005,QUEENS,,,JAMAICA,2020-03-20T10:36:01.000,08 QUEENS,Consumer Complaint,2020-03-18T20:20:28.000,167 STREET,168 STREET,Bodega/Deli/Supermarket,,,167-11 HILLSIDE AVENUE,11432,167 STREET,168 STREET,HILLSIDE AVENUE,40.709819253644454,"{'type': 'Point', 'coordinates': [-73.79542615080534, 40.709819253644454]}",,,,,,-73.79542615080534,PHONE,QUEENS,Unspecified,2020-03-20T14:36:07.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,HILLSIDE AVENUE,,,45851400,1040966,197949
4692,,NYPD,New York City Police Department,1017370001,MANHATTAN,,,NEW YORK,2020-03-18T21:42:57.000,10 MANHATTAN,Noise - Residential,2020-03-18T20:21:18.000,WEST  140 STREET,WEST  141 STREET,Loud Music/Party,,,620 LENOX AVENUE,10037,WEST  140 STREET,WEST  141 STREET,LENOX AVENUE,40.81764699886325,"{'type': 'Point', 'coordinates': [-73.93826399791674, 40.81764699886325]}",,,,,,-73.93826399791674,PHONE,MANHATTAN,Unspecified,2020-03-19T01:42:58.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,LENOX AVENUE,,,45856028,1001338,237174
4693,,NYPD,New York City Police Department,4024800047,QUEENS,,,MASPETH,2020-03-19T02:36:44.000,05 QUEENS,Blocked Driveway,2020-03-18T20:21:56.000,69 STREET,70 STREET,Partial Access,,,69-31 53 AVENUE,11378,69 STREET,70 STREET,53 AVENUE,40.7311482563186,"{'type': 'Point', 'coordinates': [-73.89507532779326, 40.7311482563186]}",,,,,,-73.89507532779326,PHONE,QUEENS,Unspecified,2020-03-19T06:36:49.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,53 AVENUE,,,45850296,1013330,205671
4694,,DCA,Department of Consumer Affairs,4098390005,QUEENS,,,JAMAICA,2020-03-20T16:06:44.000,08 QUEENS,Consumer Complaint,2020-03-18T20:23:33.000,167 STREET,168 STREET,Bodega/Deli/Supermarket,,,167-11 HILLSIDE AVENUE,11432,167 STREET,168 STREET,HILLSIDE AVENUE,40.709819253644454,"{'type': 'Point', 'coordinates': [-73.79542615080534, 40.709819253644454]}",,,,,,-73.79542615080534,PHONE,QUEENS,Unspecified,2020-03-20T20:06:48.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,HILLSIDE AVENUE,,,45855673,1040966,197949
4695,,NYPD,New York City Police Department,3052260001,BROOKLYN,,,BROOKLYN,2020-03-18T21:00:30.000,14 BROOKLYN,Noise - Residential,2020-03-18T20:23:36.000,AMERSFORT PLACE,KENILWORTH PLACE,Banging/Pounding,,,2601 FARRAGUT ROAD,11210,AMERSFORT PLACE,KENILWORTH PLACE,FARRAGUT ROAD,40.63593441044678,"{'type': 'Point', 'coordinates': [-73.95243693109875, 40.63593441044678]}",,,,Residential Building/House,,-73.95243693109875,PHONE,BROOKLYN,Unspecified,2020-03-19T01:00:34.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,FARRAGUT ROAD,,,45852240,997451,170968
4696,,NYPD,New York City Police Department,1002740014,MANHATTAN,,,NEW YORK,2020-03-18T20:37:41.000,03 MANHATTAN,Homeless Street Condition,2020-03-18T20:23:57.000,MADISON STREET,MONROE STREET,N/A,,,56 PIKE STREET,10002,MADISON STREET,MONROE STREET,PIKE STREET,40.71185623593637,"{'type': 'Point', 'coordinates': [-73.99234214048955, 40.71185623593637]}",,,,Park/Playground,,-73.99234214048955,ONLINE,MANHATTAN,Unspecified,2020-03-19T00:37:43.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,PIKE STREET,,,45851991,986373,198625
