,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
3632,ADDRESS,HPD,Department of Housing Preservation and Development,1012130042,MANHATTAN,,,NEW YORK,2020-03-24T20:52:31.000,07 MANHATTAN,HEAT/HOT WATER,2020-03-23T20:21:48.000,,,ENTIRE BUILDING,,,122 WEST   83 STREET,10024,,,,40.78489690090957,"{'type': 'Point', 'coordinates': [-73.97447348386264, 40.78489690090957]}",,,,RESIDENTIAL BUILDING,,-73.97447348386264,MOBILE,MANHATTAN,Unspecified,2020-03-24T20:52:31.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,WEST   83 STREET,,,45884290,991319,225237
3633,ADDRESS,HPD,Department of Housing Preservation and Development,2028500060,BRONX,,,BRONX,2020-03-24T20:58:35.000,05 BRONX,HEAT/HOT WATER,2020-03-23T20:21:53.000,,,APARTMENT ONLY,,,1785 WALTON AVENUE,10453,,,,40.84791082678028,"{'type': 'Point', 'coordinates': [-73.90999964975754, 40.84791082678028]}",,,,RESIDENTIAL BUILDING,,-73.90999964975754,PHONE,BRONX,Unspecified,2020-03-24T20:58:35.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WALTON AVENUE,,,45880751,1009150,248207
3634,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,2020-03-24T21:30:00.000,Unspecified BRONX,Street Light Condition,2020-03-23T20:22:00.000,CITY ISL RD,HUTCH RVR PKWY ET N/B,Street Light Out,,,-999 SHORE RD,,SHORE RD,CITY ISL RD,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2020-03-24T21:30:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,SHORE RD,,,45882510,,
3635,ADDRESS,HPD,Department of Housing Preservation and Development,2028440065,BRONX,,,BRONX,2020-03-25T22:03:59.000,04 BRONX,HEAT/HOT WATER,2020-03-23T20:22:35.000,,,ENTIRE BUILDING,,,1453 WALTON AVENUE,10452,,,,40.84081410531899,"{'type': 'Point', 'coordinates': [-73.91506174500957, 40.84081410531899]}",,,,RESIDENTIAL BUILDING,,-73.91506174500957,ONLINE,BRONX,Unspecified,2020-03-25T22:03:59.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,WALTON AVENUE,,,45882144,1007752,245620
3636,ADDRESS,HPD,Department of Housing Preservation and Development,1021590093,MANHATTAN,,,NEW YORK,2020-03-24T07:15:10.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-23T20:22:38.000,,,ENTIRE BUILDING,,,511 WEST  189 STREET,10040,,,,40.853333112702096,"{'type': 'Point', 'coordinates': [-73.92773359149818, 40.853333112702096]}",,,,RESIDENTIAL BUILDING,,-73.92773359149818,ONLINE,MANHATTAN,Unspecified,2020-03-24T07:15:10.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,WEST  189 STREET,,,45885031,1004242,250178
3637,ADDRESS,HPD,Department of Housing Preservation and Development,2031110015,BRONX,,,BRONX,,06 BRONX,HEAT/HOT WATER,2020-03-23T20:22:52.000,,,ENTIRE BUILDING,,,2111 SOUTHERN BOULEVARD,10460,,,,40.846342519180496,"{'type': 'Point', 'coordinates': [-73.88417696544845, 40.846342519180496]}",,,,RESIDENTIAL BUILDING,,-73.88417696544845,ONLINE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,SOUTHERN BOULEVARD,,,45880132,1016295,247644
3638,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,,Unspecified BRONX,Street Light Condition,2020-03-23T20:23:00.000,,,Street Light Out,,,,,HUTCH RVR PKWY,PELHAM PKWY N,,,,,,,,,,UNKNOWN,BRONX,Unspecified,,,,Open,,,,45884568,,
3639,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,2020-03-24T22:15:00.000,Unspecified BRONX,Street Light Condition,2020-03-23T20:24:00.000,,,Street Light Out,,,,,PARK DR,CITY ISL RD,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2020-03-24T22:15:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45880370,,
3640,ADDRESS,DEP,Department of Environmental Protection,2032630172,BRONX,,,BRONX,,08 BRONX,Air Quality,2020-03-23T20:24:00.000,CANNON PL,BEND,"Air: Smoke, Chimney or vent (AS1)",,N/A,3840 ORLOFF AVENUE,10463,,,,40.8835944220052,"{'type': 'Point', 'coordinates': [-73.89662847590374, 40.8835944220052]}",,,,,,-73.89662847590374,ONLINE,BRONX,Unspecified,2020-03-24T10:04:00.000,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,,Started,ORLOFF AVENUE,,,45882146,1012834,261212
3641,ADDRESS,HPD,Department of Housing Preservation and Development,2024820001,BRONX,,,BRONX,2020-03-24T20:55:23.000,04 BRONX,HEAT/HOT WATER,2020-03-23T20:24:27.000,,,APARTMENT ONLY,,,109 EAST  153 STREET,10451,,,,40.823931962072784,"{'type': 'Point', 'coordinates': [-73.92803289633304, 40.823931962072784]}",,,,RESIDENTIAL BUILDING,,-73.92803289633304,MOBILE,BRONX,Unspecified,2020-03-24T20:55:23.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  153 STREET,,,45884832,1004168,239466
3642,ADDRESS,HPD,Department of Housing Preservation and Development,2024820001,BRONX,,,BRONX,2020-03-24T20:55:00.000,04 BRONX,HEAT/HOT WATER,2020-03-23T20:24:27.000,,,APARTMENT ONLY,,,109 EAST  153 STREET,10451,,,,40.823931962072784,"{'type': 'Point', 'coordinates': [-73.92803289633304, 40.823931962072784]}",,,,RESIDENTIAL BUILDING,,-73.92803289633304,MOBILE,BRONX,Unspecified,2020-03-24T20:55:00.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  153 STREET,,,45880733,1004168,239466
3643,ADDRESS,HPD,Department of Housing Preservation and Development,2048630026,BRONX,,,BRONX,,12 BRONX,HEAT/HOT WATER,2020-03-23T20:24:29.000,,,ENTIRE BUILDING,,,941 EAST  227 STREET,10466,,,,40.88699402216622,"{'type': 'Point', 'coordinates': [-73.8526778835639, 40.88699402216622]}",,,,RESIDENTIAL BUILDING,,-73.8526778835639,ONLINE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  227 STREET,,,45884949,1024985,262468
3644,ADDRESS,HPD,Department of Housing Preservation and Development,2048630026,BRONX,,,BRONX,,12 BRONX,WATER LEAK,2020-03-23T20:24:29.000,,,SLOW LEAK,,,941 EAST  227 STREET,10466,,,,40.88699402216622,"{'type': 'Point', 'coordinates': [-73.8526778835639, 40.88699402216622]}",,,,RESIDENTIAL BUILDING,,-73.8526778835639,ONLINE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  227 STREET,,,45883017,1024985,262468
3645,ADDRESS,HPD,Department of Housing Preservation and Development,2048630026,BRONX,,,BRONX,,12 BRONX,SAFETY,2020-03-23T20:24:29.000,,,CARBON MONOXIDE DETECTOR,,,941 EAST  227 STREET,10466,,,,40.88699402216622,"{'type': 'Point', 'coordinates': [-73.8526778835639, 40.88699402216622]}",,,,RESIDENTIAL BUILDING,,-73.8526778835639,ONLINE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  227 STREET,,,45884391,1024985,262468
3646,ADDRESS,HPD,Department of Housing Preservation and Development,2048630026,BRONX,,,BRONX,,12 BRONX,UNSANITARY CONDITION,2020-03-23T20:24:29.000,,,MOLD,,,941 EAST  227 STREET,10466,,,,40.88699402216622,"{'type': 'Point', 'coordinates': [-73.8526778835639, 40.88699402216622]}",,,,RESIDENTIAL BUILDING,,-73.8526778835639,ONLINE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  227 STREET,,,45883683,1024985,262468
3647,ADDRESS,HPD,Department of Housing Preservation and Development,2048630026,BRONX,,,BRONX,,12 BRONX,PAINT/PLASTER,2020-03-23T20:24:29.000,,,WALL,,,941 EAST  227 STREET,10466,,,,40.88699402216622,"{'type': 'Point', 'coordinates': [-73.8526778835639, 40.88699402216622]}",,,,RESIDENTIAL BUILDING,,-73.8526778835639,ONLINE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  227 STREET,,,45881580,1024985,262468
3648,,NYPD,New York City Police Department,2029190043,BRONX,,,BRONX,2020-03-23T22:44:02.000,03 BRONX,Noise - Residential,2020-03-23T20:24:47.000,CLAREMONT PARKWAY,EAST  172 STREET,Loud Talking,,,3859 3 AVENUE,10457,CLAREMONT PARKWAY,EAST  172 STREET,3 AVENUE,40.838543942683714,"{'type': 'Point', 'coordinates': [-73.90093765674766, 40.838543942683714]}",,,,Residential Building/House,,-73.90093765674766,PHONE,BRONX,Unspecified,2020-03-24T02:44:04.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,3 AVENUE,,,45882926,1011661,244797
3649,,NYPD,New York City Police Department,2049970051,BRONX,,,BRONX,2020-03-24T09:44:20.000,12 BRONX,Noise - Residential,2020-03-23T20:25:12.000,WHITE PLAINS ROAD,BYRON AVENUE,Banging/Pounding,,,715 EAST  233 STREET,10466,WHITE PLAINS ROAD,BYRON AVENUE,EAST  233 STREET,40.89321034681706,"{'type': 'Point', 'coordinates': [-73.85672592935431, 40.89321034681706]}",,,,,,-73.85672592935431,PHONE,BRONX,Unspecified,2020-03-24T13:44:22.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  233 STREET,,,45884656,1023862,264731
3650,,NYPD,New York City Police Department,2032520117,BRONX,,,BRONX,2020-03-23T21:52:27.000,08 BRONX,Noise - Vehicle,2020-03-23T20:25:54.000,BEND,VAN CORTLANDT PARK SOUTH,Car/Truck Horn,,,3980 HILLMAN AVENUE,10463,BEND,VAN CORTLANDT PARK SOUTH,HILLMAN AVENUE,40.88321869198784,"{'type': 'Point', 'coordinates': [-73.89098025346298, 40.88321869198784]}",,,,,,-73.89098025346298,PHONE,BRONX,Unspecified,2020-03-24T01:52:31.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,HILLMAN AVENUE,,,45879770,1014396,261077
3651,ADDRESS,DEP,Department of Environmental Protection,4061190026,QUEENS,,,Bayside,2020-03-24T05:05:00.000,11 QUEENS,Sewer,2020-03-23T20:27:00.000,BELL BLVD,CORPORAL STONE ST,Sewer Backup (Use Comments) (SA),,,213-55 35 AVENUE,11361,,,,40.76904574979331,"{'type': 'Point', 'coordinates': [-73.77346387273919, 40.76904574979331]}",,,,,,-73.77346387273919,PHONE,QUEENS,Unspecified,2020-03-24T05:05:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,35 AVENUE,,,45879995,1046999,219542
3652,,NYPD,New York City Police Department,1020770035,MANHATTAN,,,NEW YORK,2020-03-23T21:20:14.000,09 MANHATTAN,Noise - Residential,2020-03-23T20:27:13.000,WEST  145 STREET,WEST  146 STREET,Banging/Pounding,,,1732 AMSTERDAM AVENUE,10031,WEST  145 STREET,WEST  146 STREET,AMSTERDAM AVENUE,40.82569075334261,"{'type': 'Point', 'coordinates': [-73.94728247107534, 40.82569075334261]}",,,,,,-73.94728247107534,PHONE,MANHATTAN,Unspecified,2020-03-24T01:20:18.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,AMSTERDAM AVENUE,,,45879746,998840,240103
3653,ADDRESS,DEP,Department of Environmental Protection,4155160107,QUEENS,,,Far Rockaway,2020-03-24T04:15:00.000,14 QUEENS,Sewer,2020-03-23T20:28:00.000,DINSMORE AVE,DINSMORE AVE,Sewer Backup (Use Comments) (SA),,,1096 B   12 STREET,11691,,,,40.605012512737076,"{'type': 'Point', 'coordinates': [-73.74725534618456, 40.605012512737076]}",,,,,,-73.74725534618456,PHONE,QUEENS,Unspecified,2020-03-24T04:15:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,B   12 STREET,,,45881530,1054431,159800
3654,ADDRESS,HPD,Department of Housing Preservation and Development,3046950031,BROOKLYN,,,BROOKLYN,2020-03-24T18:06:22.000,17 BROOKLYN,HEAT/HOT WATER,2020-03-23T20:28:05.000,,,ENTIRE BUILDING,,,472 EAST   48 STREET,11203,,,,40.65042496352789,"{'type': 'Point', 'coordinates': [-73.93220222674144, 40.65042496352789]}",,,,RESIDENTIAL BUILDING,,-73.93220222674144,PHONE,BROOKLYN,Unspecified,2020-03-24T18:06:22.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST   48 STREET,,,45882822,1003063,176251
3655,ADDRESS,HPD,Department of Housing Preservation and Development,3087090072,BROOKLYN,,,BROOKLYN,,13 BROOKLYN,UNSANITARY CONDITION,2020-03-23T20:28:36.000,,,GARBAGE/RECYCLING STORAGE,,,3030 BRIGHTON   12 STREET,11235,,,,40.579289151889704,"{'type': 'Point', 'coordinates': [-73.95709238620323, 40.579289151889704]}",,,,RESIDENTIAL BUILDING,,-73.95709238620323,ONLINE,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRIGHTON   12 STREET,,,45881666,996169,150330
3656,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,2020-03-23T21:05:00.000,11 BROOKLYN,Traffic Signal Condition,2020-03-23T20:29:00.000,,,Controller,,N/A,,11214,21 AVENUE,86 STREET,,40.60327566657319,"{'type': 'Point', 'coordinates': [-73.99605665618262, 40.60327566657319]}",,,,,,-73.99605665618262,UNKNOWN,BROOKLYN,Unspecified,2020-03-23T21:05:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45883108,985345,159066
3657,,DCA,Department of Consumer Affairs,1019310027,MANHATTAN,,,NEW YORK,2020-03-25T10:37:07.000,10 MANHATTAN,Consumer Complaint,2020-03-23T20:29:53.000,WEST  125 STREET,WEST  126 STREET,Retail Store,,,2106 7 AVENUE,10027,WEST  125 STREET,WEST  126 STREET,7 AVENUE,40.80923380655818,"{'type': 'Point', 'coordinates': [-73.94814802567058, 40.80923380655818]}",,,,,,-73.94814802567058,PHONE,MANHATTAN,Unspecified,2020-03-25T14:37:12.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,7 AVENUE,,,45881360,998604,234107
3658,,NYPD,New York City Police Department,4095470025,QUEENS,,,SOUTH RICHMOND HILL,2020-03-24T01:58:39.000,10 QUEENS,Noise - Residential,2020-03-23T20:30:06.000,107 AVENUE,109 AVENUE,Banging/Pounding,,,107-38 110 STREET,11419,107 AVENUE,109 AVENUE,110 STREET,40.68179500522082,"{'type': 'Point', 'coordinates': [-73.83086381063814, 40.68179500522082]}",,,,Residential Building/House,,-73.83086381063814,MOBILE,QUEENS,Unspecified,2020-03-24T05:58:45.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,110 STREET,,,45884312,1031161,187718
3659,ADDRESS,HPD,Department of Housing Preservation and Development,3048990008,BROOKLYN,,,BROOKLYN,2020-03-25T08:07:04.000,17 BROOKLYN,HEAT/HOT WATER,2020-03-23T20:30:28.000,,,APARTMENT ONLY,,,428 EAST   46 STREET,11203,,,,40.651123318317765,"{'type': 'Point', 'coordinates': [-73.93423406646309, 40.651123318317765]}",,,,RESIDENTIAL BUILDING,,-73.93423406646309,ONLINE,BROOKLYN,Unspecified,2020-03-25T08:07:04.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,EAST   46 STREET,,,45882075,1002499,176505
3660,ADDRESS,HPD,Department of Housing Preservation and Development,2032710132,BRONX,,,BRONX,2020-03-23T21:58:45.000,08 BRONX,HEAT/HOT WATER,2020-03-23T20:30:32.000,,,ENTIRE BUILDING,,,3816 REVIEW PLACE,10463,,,,40.88502426998677,"{'type': 'Point', 'coordinates': [-73.89958454267529, 40.88502426998677]}",,,,RESIDENTIAL BUILDING,,-73.89958454267529,PHONE,BRONX,Unspecified,2020-03-23T21:58:45.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,REVIEW PLACE,,,45880054,1012016,261732
3661,ADDRESS,HPD,Department of Housing Preservation and Development,,BROOKLYN,,,BROOKLYN,,12 BROOKLYN,WATER LEAK,2020-03-23T20:31:10.000,,,HEAVY FLOW,,,964 OCEAN PARKWAY,11230,,,,40.62492840231347,"{'type': 'Point', 'coordinates': [-73.97062606629775, 40.62492840231347]}",,,,RESIDENTIAL BUILDING,,-73.97062606629775,PHONE,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,OCEAN PARKWAY,,,45884406,992404,166956
3662,,DCA,Department of Consumer Affairs,3030790020,BROOKLYN,,,BROOKLYN,2020-03-25T10:37:07.000,01 BROOKLYN,Consumer Complaint,2020-03-23T20:32:16.000,MC KIBBIN STREET,BOERUM STREET,Retail Store,,,119 GRAHAM AVENUE,11206,MC KIBBIN STREET,BOERUM STREET,GRAHAM AVENUE,40.705779175549466,"{'type': 'Point', 'coordinates': [-73.94295901273617, 40.705779175549466]}",,,,Commercial Building,,-73.94295901273617,ONLINE,BROOKLYN,Unspecified,2020-03-25T14:37:11.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,GRAHAM AVENUE,,,45881269,1000065,196416
3663,,NYPD,New York City Police Department,4050030028,QUEENS,,,FLUSHING,2020-03-23T20:49:04.000,07 QUEENS,Noise - Residential,2020-03-23T20:32:36.000,PARSONS BOULEVARD,146 STREET,Loud Talking,,,144-50 35 AVENUE,11354,PARSONS BOULEVARD,146 STREET,35 AVENUE,40.765961565999056,"{'type': 'Point', 'coordinates': [-73.82251305777534, 40.765961565999056]}",,,,Residential Building/House,,-73.82251305777534,ONLINE,QUEENS,Unspecified,2020-03-24T00:49:09.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,35 AVENUE,,,45880361,1033415,218387
3664,,NYPD,New York City Police Department,1001160047,MANHATTAN,,,NEW YORK,2020-03-23T21:17:22.000,03 MANHATTAN,Noise - Street/Sidewalk,2020-03-23T20:32:44.000,ST JAMES PLACE,JAMES STREET,Loud Talking,,,37 MADISON STREET,10038,ST JAMES PLACE,JAMES STREET,MADISON STREET,40.71187844201421,"{'type': 'Point', 'coordinates': [-73.99875555232785, 40.71187844201421]}",,,,Street/Sidewalk,,-73.99875555232785,MOBILE,MANHATTAN,Unspecified,2020-03-24T01:17:23.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,MADISON STREET,,,45884936,984595,198633
3665,,DOT,Department of Transportation,3030730001,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Sidewalk Condition,2020-03-23T20:32:50.000,BUSHWICK AVENUE,BUSHWICK PLACE,Broken Sidewalk,,,230 JOHNSON AVENUE,11206,BUSHWICK AVENUE,BUSHWICK PLACE,JOHNSON AVENUE,40.70692475475831,"{'type': 'Point', 'coordinates': [-73.93956400783196, 40.70692475475831]}",,,,Sidewalk,,-73.93956400783196,MOBILE,BROOKLYN,Unspecified,,,,In Progress,JOHNSON AVENUE,,,45881201,1001006,196834
3666,ADDRESS,DEP,Department of Environmental Protection,4061190026,QUEENS,,,Bayside,2020-03-23T23:05:00.000,11 QUEENS,Sewer,2020-03-23T20:33:00.000,BELL BLVD,CORPORAL STONE ST,Sewer Backup (Use Comments) (SA),,,213-55 35 AVENUE,11361,,,,40.76904574979331,"{'type': 'Point', 'coordinates': [-73.77346387273919, 40.76904574979331]}",,,,,,-73.77346387273919,PHONE,QUEENS,Unspecified,2020-03-23T23:05:00.000,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,Closed,35 AVENUE,,,45885068,1046999,219542
3667,ADDRESS,DEP,Department of Environmental Protection,1012330025,MANHATTAN,,,NEW YORK,2020-03-24T06:19:00.000,07 MANHATTAN,Noise,2020-03-23T20:33:00.000,AMSTERDAM AVE,BROADWAY,Noise: Alarms (NR3),,N/A,207 WEST   85 STREET,10024,,,,40.78717808251971,"{'type': 'Point', 'coordinates': [-73.97590624547527, 40.78717808251971]}",,,,,,-73.97590624547527,ONLINE,MANHATTAN,Unspecified,2020-03-24T06:19:00.000,The Department of Environmental Protection researched this complaint and determined that it could be closed.,,Closed,WEST   85 STREET,,,45883739,990922,226068
3668,,NYPD,New York City Police Department,4094120056,QUEENS,,,SOUTH RICHMOND HILL,2020-03-24T05:52:23.000,09 QUEENS,Illegal Parking,2020-03-23T20:33:06.000,95 AVENUE,101 AVENUE,Blocked Sidewalk,,,97-31 110 STREET,11419,95 AVENUE,101 AVENUE,110 STREET,40.68920286279317,"{'type': 'Point', 'coordinates': [-73.83443647104514, 40.68920286279317]}",,,,Street/Sidewalk,,-73.83443647104514,ONLINE,QUEENS,Unspecified,2020-03-24T09:52:28.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,110 STREET,,,45881929,1030165,190415
3669,,NYPD,New York City Police Department,1015940050,MANHATTAN,,,NEW YORK,2020-03-23T22:37:43.000,10 MANHATTAN,Noise - Residential,2020-03-23T20:34:29.000,5 AVENUE,LENOX AVENUE,Loud Music/Party,,,24 WEST  111 STREET,10026,5 AVENUE,LENOX AVENUE,WEST  111 STREET,40.79788508073999,"{'type': 'Point', 'coordinates': [-73.9497640967064, 40.79788508073999]}",,,,,,-73.9497640967064,PHONE,MANHATTAN,Unspecified,2020-03-24T02:37:44.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  111 STREET,,,45882641,998159,229972
3670,,NYPD,New York City Police Department,1015490038,MANHATTAN,,,NEW YORK,2020-03-23T23:28:46.000,08 MANHATTAN,Noise - Residential,2020-03-23T20:34:46.000,2 AVENUE,1 AVENUE,Banging/Pounding,,,340 EAST   87 STREET,10128,2 AVENUE,1 AVENUE,EAST   87 STREET,40.77810948190901,"{'type': 'Point', 'coordinates': [-73.95022312982138, 40.77810948190901]}",,,,Residential Building/House,,-73.95022312982138,MOBILE,MANHATTAN,Unspecified,2020-03-24T03:28:48.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST   87 STREET,,,45881682,998036,222767
3671,,DOT,Department of Transportation,3030720040,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Sidewalk Condition,2020-03-23T20:35:13.000,HUMBOLDT STREET,BUSHWICK AVENUE,Broken Sidewalk,,,222 JOHNSON AVENUE,11206,HUMBOLDT STREET,BUSHWICK AVENUE,JOHNSON AVENUE,40.70686470338085,"{'type': 'Point', 'coordinates': [-73.94020247016829, 40.70686470338085]}",,,,Sidewalk,,-73.94020247016829,MOBILE,BROOKLYN,Unspecified,,,,In Progress,JOHNSON AVENUE,,,45884661,1000829,196812
3672,,NYPD,New York City Police Department,2056067501,BRONX,,,BRONX,2020-03-23T20:52:59.000,10 BRONX,Noise - Residential,2020-03-23T20:35:14.000,SCHURZ AVENUE,HARDING AVENUE,Loud Music/Party,,,180 DAVIS AVENUE,10465,SCHURZ AVENUE,HARDING AVENUE,DAVIS AVENUE,40.81326714107099,"{'type': 'Point', 'coordinates': [-73.82432686647437, 40.81326714107099]}",,,,Residential Building/House,,-73.82432686647437,ONLINE,BRONX,Unspecified,2020-03-24T00:53:02.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,DAVIS AVENUE,,,45884248,1032878,235621
3673,,DCA,Department of Consumer Affairs,3011220012,BROOKLYN,,,BROOKLYN,2020-03-25T10:37:10.000,08 BROOKLYN,Consumer Complaint,2020-03-23T20:36:20.000,CLINTON AVENUE,WAVERLY AVENUE,Retail Store,,,860 ATLANTIC AVENUE,11238,CLINTON AVENUE,WAVERLY AVENUE,ATLANTIC AVENUE,40.68151365882619,"{'type': 'Point', 'coordinates': [-73.96636112964262, 40.68151365882619]}",,,,Commercial Building,,-73.96636112964262,ONLINE,BROOKLYN,Unspecified,2020-03-25T14:37:13.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,ATLANTIC AVENUE,,,45884039,993580,187572
3674,ADDRESS,HPD,Department of Housing Preservation and Development,2036420030,BRONX,,,BRONX,2020-03-24T22:03:00.000,09 BRONX,PLUMBING,2020-03-23T20:36:46.000,,,WATER SUPPLY,,,820 THERIOT AVENUE,10473,,,,40.82215385559872,"{'type': 'Point', 'coordinates': [-73.8621720769862, 40.82215385559872]}",,,,RESIDENTIAL BUILDING,,-73.8621720769862,ONLINE,BRONX,Unspecified,2020-03-24T22:03:00.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,THERIOT AVENUE,,,45883675,1022397,238840
3675,ADDRESS,HPD,Department of Housing Preservation and Development,2036420030,BRONX,,,BRONX,2020-03-24T22:02:59.000,09 BRONX,HEAT/HOT WATER,2020-03-23T20:36:46.000,,,ENTIRE BUILDING,,,820 THERIOT AVENUE,10473,,,,40.82215385559872,"{'type': 'Point', 'coordinates': [-73.8621720769862, 40.82215385559872]}",,,,RESIDENTIAL BUILDING,,-73.8621720769862,ONLINE,BRONX,Unspecified,2020-03-24T22:02:59.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,THERIOT AVENUE,,,45880058,1022397,238840
